EnrollmentID,StudentID,CourseID,SemesterID,FacultyID,EnrollmentDate,EnrollmentStatus,FinalMark,LetterGrade,GradePoint,AttendancePercentage,PassedStatus,Academic Performance Category,Attendance Risk Level
E007915,STU0290,C001,S07,F025,2025-01-02,Enrolled,84.7,A+,4.0,69.8,Passed,Excellent,Moderate Risk
E007916,STU0290,C029,S09,F025,2025-09-21,Enrolled,81.6,A+,4.0,94.3,Passed,Excellent,Low Risk
E007917,STU0290,C003,S09,F022,2025-09-16,Completed,62.3,B,3.0,81.2,Passed,Good,Low Risk
E007918,STU0290,C019,S09,F025,2025-09-06,Completed,54.0,C+,2.5,83.7,Passed,Satisfactory,Low Risk
E007919,STU0290,C057,S09,F022,2025-09-06,Completed,80.7,A+,4.0,81.0,Passed,Excellent,Low Risk
E007920,STU0290,C007,S09,F025,2025-09-05,Completed,65.6,B+,3.25,91.8,Passed,Good,Low Risk
E007921,STU0290,C029,S03,F022,2023-09-13,Completed,67.5,B+,3.25,73.6,Passed,Good,Moderate Risk
E007922,STU0290,C003,S03,F022,2023-09-18,Enrolled,65.0,B+,3.25,80.5,Passed,Good,Low Risk
E007923,STU0290,C058,S03,F025,2023-09-15,Enrolled,86.1,A+,4.0,69.9,Passed,Excellent,Moderate Risk
E007924,STU0290,C003,S01,F022,2023-01-02,Completed,75.1,A,3.75,85.6,Passed,Excellent,Low Risk
E007925,STU0290,C057,S01,F025,2023-01-18,Completed,61.4,B,3.0,62.7,Passed,Good,Moderate Risk
E007926,STU0290,C058,S01,F022,2023-01-21,Completed,66.0,B+,3.25,99.2,Passed,Good,Low Risk
E007927,STU0290,C001,S01,F022,2023-01-04,Enrolled,86.2,A+,4.0,96.2,Passed,Excellent,Low Risk
E007928,STU0290,C007,S01,F025,2023-01-13,Completed,70.8,A-,3.5,69.7,Passed,Good,Moderate Risk
E007929,STU0290,C058,S06,F022,2024-09-02,Completed,75.5,A,3.75,74.9,Passed,Excellent,Low Risk
E007930,STU0290,C001,S06,F025,2024-09-18,Completed,56.3,B-,2.75,91.5,Passed,Satisfactory,Low Risk
E007931,STU0290,C057,S06,F022,2024-09-19,Enrolled,56.2,B-,2.75,94.5,Passed,Satisfactory,Low Risk
E007932,STU0290,C003,S10,F025,2026-01-07,Completed,62.2,B,3.0,86.6,Passed,Good,Low Risk
E007933,STU0290,C007,S10,F025,2026-01-21,Completed,41.4,D,2.0,71.2,Passed,Satisfactory,Moderate Risk
E007934,STU0290,C019,S10,F022,2026-01-01,Completed,59.2,B-,2.75,76.0,Passed,Good,Low Risk
E007935,STU0290,C058,S10,F022,2026-01-09,Enrolled,56.4,B-,2.75,68.7,Passed,Satisfactory,Moderate Risk
E007936,STU0290,C057,S10,F025,2026-01-12,Enrolled,59.2,B-,2.75,63.2,Passed,Good,Moderate Risk
E007937,STU0290,C007,S04,F022,2024-01-10,Completed,62.7,B,3.0,85.9,Passed,Good,Low Risk
E007938,STU0290,C019,S04,F025,2024-01-03,Enrolled,61.1,B,3.0,77.8,Passed,Good,Low Risk
E007939,STU0290,C003,S04,F025,2024-01-10,Completed,68.6,B+,3.25,98.0,Passed,Good,Low Risk
E007940,STU0290,C001,S04,F025,2024-01-20,Enrolled,43.1,D,2.0,93.7,Passed,Satisfactory,Low Risk
E007941,STU0291,C007,S03,F025,2023-09-14,Completed,52.0,C+,2.5,100.0,Passed,Satisfactory,Low Risk
E007942,STU0291,C019,S03,F025,2023-09-07,Completed,85.0,A+,4.0,55.8,Passed,Excellent,High Risk
E007943,STU0291,C057,S03,F025,2023-09-14,Completed,52.7,C+,2.5,77.9,Passed,Satisfactory,Low Risk
E007944,STU0291,C058,S03,F022,2023-09-02,Completed,61.6,B,3.0,78.2,Passed,Good,Low Risk
E007945,STU0291,C001,S03,F025,2023-09-13,Enrolled,62.5,B,3.0,68.3,Passed,Good,Moderate Risk
E007946,STU0291,C058,S04,F025,2024-01-16,Completed,68.0,B+,3.25,79.3,Passed,Good,Low Risk
E007947,STU0291,C001,S04,F022,2024-01-11,Completed,71.5,A-,3.5,87.0,Passed,Good,Low Risk
E007948,STU0291,C029,S04,F025,2024-01-13,Enrolled,34.3,F,0.0,57.4,Failed,At Risk,High Risk
E007949,STU0291,C007,S04,F025,2024-01-11,Completed,48.3,C,2.25,89.3,Passed,Satisfactory,Low Risk
E007950,STU0291,C003,S05,F022,2024-05-04,Enrolled,76.0,A,3.75,79.8,Passed,Excellent,Low Risk
E007951,STU0291,C029,S05,F025,2024-05-06,Completed,58.3,B-,2.75,81.8,Passed,Satisfactory,Low Risk
E007952,STU0291,C007,S05,F022,2024-05-03,Completed,62.5,B,3.0,76.2,Passed,Good,Low Risk
E007953,STU0291,C019,S05,F022,2024-05-03,Enrolled,67.8,B+,3.25,90.6,Passed,Good,Low Risk
E007954,STU0291,C058,S05,F022,2024-05-02,Enrolled,100.0,A+,4.0,79.8,Passed,Excellent,Low Risk
E007955,STU0291,C001,S06,F022,2024-09-07,Completed,87.0,A+,4.0,62.7,Passed,Excellent,Moderate Risk
E007956,STU0291,C029,S06,F022,2024-09-06,Completed,73.4,A-,3.5,96.9,Passed,Good,Low Risk
E007957,STU0291,C057,S06,F025,2024-09-07,Completed,51.8,C+,2.5,78.4,Passed,Satisfactory,Low Risk
E007958,STU0291,C058,S06,F025,2024-09-19,Completed,49.7,C,2.25,88.9,Passed,Satisfactory,Low Risk
E007959,STU0291,C007,S06,F022,2024-09-13,Completed,61.1,B,3.0,71.8,Passed,Good,Moderate Risk
E007960,STU0292,C070,S07,F017,2025-01-18,Completed,84.3,A+,4.0,98.2,Passed,Excellent,Low Risk
E007961,STU0292,C011,S07,F008,2025-01-06,Completed,54.5,C+,2.5,90.3,Passed,Satisfactory,Low Risk
E007962,STU0292,C006,S07,F044,2025-01-13,Completed,69.0,B+,3.25,86.1,Passed,Good,Low Risk
E007963,STU0292,C026,S07,F017,2025-01-07,Completed,50.8,C+,2.5,94.5,Passed,Satisfactory,Low Risk
E007964,STU0292,C026,S04,F044,2024-01-20,Enrolled,94.2,A+,4.0,62.0,Passed,Excellent,Moderate Risk
E007965,STU0292,C006,S04,F017,2024-01-04,Completed,63.9,B,3.0,57.7,Passed,Good,High Risk
E007966,STU0292,C011,S04,F044,2024-01-17,Completed,53.3,C+,2.5,79.0,Passed,Satisfactory,Low Risk
E007967,STU0292,C070,S04,F044,2024-01-04,Completed,77.5,A,3.75,84.8,Passed,Excellent,Low Risk
E007968,STU0292,C034,S02,F017,2023-05-13,Completed,72.1,A-,3.5,83.5,Passed,Good,Low Risk
E007969,STU0292,C060,S02,F044,2023-05-04,Completed,58.0,B-,2.75,91.4,Passed,Satisfactory,Low Risk
E007970,STU0292,C070,S02,F017,2023-05-01,Enrolled,79.8,A,3.75,100.0,Passed,Excellent,Low Risk
E007971,STU0292,C026,S02,F044,2023-05-06,Completed,27.4,F,0.0,82.0,Failed,At Risk,Low Risk
E007972,STU0292,C028,S02,F017,2023-05-05,Completed,92.5,A+,4.0,69.6,Passed,Excellent,Moderate Risk
E007973,STU0292,C006,S01,F017,2023-01-20,Completed,79.5,A,3.75,64.2,Passed,Excellent,Moderate Risk
E007974,STU0292,C034,S01,F044,2023-01-08,Enrolled,70.9,A-,3.5,89.9,Passed,Good,Low Risk
E007975,STU0292,C070,S01,F044,2023-01-07,Enrolled,60.6,B,3.0,86.5,Passed,Good,Low Risk
E007976,STU0292,C070,S11,F044,2026-05-11,Completed,59.8,B-,2.75,86.8,Passed,Good,Low Risk
E007977,STU0292,C006,S11,F008,2026-05-18,Completed,67.3,B+,3.25,77.7,Passed,Good,Low Risk
E007978,STU0292,C034,S11,F044,2026-05-19,Completed,58.6,B-,2.75,88.9,Passed,Satisfactory,Low Risk
E007979,STU0292,C026,S05,F044,2024-05-16,Enrolled,42.6,D,2.0,79.2,Passed,Satisfactory,Low Risk
E007980,STU0292,C070,S05,F008,2024-05-01,Completed,100.0,A+,4.0,86.0,Passed,Excellent,Low Risk
E007981,STU0292,C028,S05,F044,2024-05-01,Completed,82.9,A+,4.0,76.8,Passed,Excellent,Low Risk
E007982,STU0292,C034,S05,F008,2024-05-07,Enrolled,89.9,A+,4.0,82.9,Passed,Excellent,Low Risk
E007983,STU0292,C070,S09,F044,2025-09-04,Completed,55.7,B-,2.75,69.5,Passed,Satisfactory,Moderate Risk
E007984,STU0292,C006,S09,F017,2025-09-02,Completed,56.3,B-,2.75,79.4,Passed,Satisfactory,Low Risk
E007985,STU0292,C026,S09,F017,2025-09-17,Withdrawn,55.1,B-,2.75,91.2,Passed,Satisfactory,Low Risk
E007986,STU0292,C034,S09,F008,2025-09-21,Completed,35.8,F,0.0,71.6,Failed,At Risk,Moderate Risk
E007987,STU0293,C045,S10,F023,2026-01-16,Completed,67.2,B+,3.25,79.4,Passed,Good,Low Risk
E007988,STU0293,C021,S10,F045,2026-01-16,Enrolled,67.7,B+,3.25,90.5,Passed,Good,Low Risk
E007989,STU0293,C020,S10,F001,2026-01-19,Completed,61.3,B,3.0,75.3,Passed,Good,Low Risk
E007990,STU0293,C046,S10,F020,2026-01-21,Completed,74.6,A-,3.5,81.0,Passed,Excellent,Low Risk
E007991,STU0293,C021,S11,F023,2026-05-19,Completed,62.9,B,3.0,95.2,Passed,Good,Low Risk
E007992,STU0293,C046,S11,F035,2026-05-15,Completed,54.4,C+,2.5,97.2,Passed,Satisfactory,Low Risk
E007993,STU0293,C045,S11,F023,2026-05-20,Completed,36.1,F,0.0,69.3,Failed,At Risk,Moderate Risk
E007994,STU0293,C009,S11,F023,2026-05-07,Completed,81.9,A+,4.0,93.9,Passed,Excellent,Low Risk
E007995,STU0293,C045,S08,F045,2025-05-13,Completed,52.9,C+,2.5,81.8,Passed,Satisfactory,Low Risk
E007996,STU0293,C020,S08,F035,2025-05-08,Enrolled,84.7,A+,4.0,100.0,Passed,Excellent,Low Risk
E007997,STU0293,C044,S08,F023,2025-05-13,Completed,57.6,B-,2.75,69.8,Passed,Satisfactory,Moderate Risk
E007998,STU0293,C013,S08,F020,2025-05-10,Completed,50.1,C+,2.5,75.0,Passed,Satisfactory,Low Risk
E007999,STU0293,C009,S08,F043,2025-05-02,Completed,69.0,B+,3.25,64.5,Passed,Good,Moderate Risk
E008000,STU0293,C044,S07,F045,2025-01-21,Enrolled,75.6,A,3.75,70.1,Passed,Excellent,Moderate Risk
E008001,STU0293,C009,S07,F043,2025-01-18,Completed,81.3,A+,4.0,95.1,Passed,Excellent,Low Risk
E008002,STU0293,C046,S07,F035,2025-01-06,Completed,53.6,C+,2.5,66.1,Passed,Satisfactory,Moderate Risk
E008003,STU0293,C021,S07,F001,2025-01-05,Completed,56.3,B-,2.75,72.8,Passed,Satisfactory,Moderate Risk
E008004,STU0293,C009,S01,F045,2023-01-02,Completed,66.7,B+,3.25,78.5,Passed,Good,Low Risk
E008005,STU0293,C045,S01,F023,2023-01-03,Completed,89.8,A+,4.0,90.1,Passed,Excellent,Low Risk
E008006,STU0293,C021,S01,F035,2023-01-17,Enrolled,55.6,B-,2.75,100.0,Passed,Satisfactory,Low Risk
E008007,STU0293,C013,S01,F001,2023-01-20,Completed,49.0,C,2.25,71.2,Passed,Satisfactory,Moderate Risk
E008008,STU0293,C046,S01,F023,2023-01-21,Enrolled,65.7,B+,3.25,80.9,Passed,Good,Low Risk
E008009,STU0293,C009,S09,F023,2025-09-13,Completed,59.9,B-,2.75,73.7,Passed,Good,Moderate Risk
E008010,STU0293,C020,S09,F001,2025-09-10,Completed,65.1,B+,3.25,74.8,Passed,Good,Low Risk
E008011,STU0293,C046,S09,F020,2025-09-13,Withdrawn,49.5,C,2.25,82.0,Passed,Satisfactory,Low Risk
E008012,STU0293,C013,S02,F020,2023-05-08,Completed,41.1,D,2.0,65.4,Passed,Satisfactory,Moderate Risk
E008013,STU0293,C009,S02,F035,2023-05-03,Withdrawn,57.6,B-,2.75,69.7,Passed,Satisfactory,Moderate Risk
E008014,STU0293,C020,S02,F001,2023-05-19,Completed,99.4,A+,4.0,93.1,Passed,Excellent,Low Risk
E008015,STU0293,C045,S02,F023,2023-05-03,Completed,75.7,A,3.75,89.9,Passed,Excellent,Low Risk
E008016,STU0293,C021,S02,F023,2023-05-10,Completed,62.6,B,3.0,87.5,Passed,Good,Low Risk
E008017,STU0293,C009,S05,F043,2024-05-21,Completed,66.2,B+,3.25,76.6,Passed,Good,Low Risk
E008018,STU0293,C044,S05,F045,2024-05-09,Completed,66.8,B+,3.25,100.0,Passed,Good,Low Risk
E008019,STU0293,C045,S05,F023,2024-05-04,Enrolled,58.2,B-,2.75,74.8,Passed,Satisfactory,Low Risk
E008020,STU0293,C009,S03,F001,2023-09-16,Enrolled,63.6,B,3.0,87.5,Passed,Good,Low Risk
E008021,STU0293,C020,S03,F043,2023-09-13,Completed,79.7,A,3.75,90.6,Passed,Excellent,Low Risk
E008022,STU0293,C045,S03,F045,2023-09-04,Enrolled,81.2,A+,4.0,93.3,Passed,Excellent,Low Risk
E008023,STU0293,C021,S04,F020,2024-01-06,Completed,70.7,A-,3.5,82.2,Passed,Good,Low Risk
E008024,STU0293,C009,S04,F043,2024-01-05,Completed,100.0,A+,4.0,81.5,Passed,Excellent,Low Risk
E008025,STU0293,C013,S04,F035,2024-01-02,Completed,80.8,A+,4.0,80.7,Passed,Excellent,Low Risk
E008026,STU0293,C020,S04,F001,2024-01-04,Enrolled,72.2,A-,3.5,93.0,Passed,Good,Low Risk
E008027,STU0294,C068,S08,F028,2025-05-18,Completed,50.8,C+,2.5,71.4,Passed,Satisfactory,Moderate Risk
E008028,STU0294,C069,S08,F028,2025-05-15,Completed,85.4,A+,4.0,75.7,Passed,Excellent,Low Risk
E008029,STU0294,C040,S08,F050,2025-05-20,Enrolled,73.6,A-,3.5,89.4,Passed,Good,Low Risk
E008030,STU0294,C064,S08,F028,2025-05-15,Completed,78.9,A,3.75,71.0,Passed,Excellent,Moderate Risk
E008031,STU0294,C040,S07,F027,2025-01-03,Completed,94.3,A+,4.0,99.8,Passed,Excellent,Low Risk
E008032,STU0294,C069,S07,F039,2025-01-20,Completed,75.4,A,3.75,84.4,Passed,Excellent,Low Risk
E008033,STU0294,C068,S07,F028,2025-01-17,Completed,60.3,B,3.0,59.8,Passed,Good,Moderate Risk
E008034,STU0294,C064,S07,F028,2025-01-14,Completed,50.1,C+,2.5,100.0,Passed,Satisfactory,Low Risk
E008035,STU0294,C069,S09,F028,2025-09-13,Completed,78.2,A,3.75,87.0,Passed,Excellent,Low Risk
E008036,STU0294,C068,S09,F050,2025-09-10,Completed,74.3,A-,3.5,67.6,Passed,Excellent,Moderate Risk
E008037,STU0294,C040,S09,F039,2025-09-10,Enrolled,63.3,B,3.0,61.0,Passed,Good,Moderate Risk
E008038,STU0294,C040,S02,F039,2023-05-11,Completed,47.0,C,2.25,85.5,Passed,Satisfactory,Low Risk
E008039,STU0294,C069,S02,F027,2023-05-17,Completed,71.4,A-,3.5,84.3,Passed,Good,Low Risk
E008040,STU0294,C068,S02,F028,2023-05-14,Completed,53.5,C+,2.5,88.9,Passed,Satisfactory,Low Risk
E008041,STU0294,C064,S02,F050,2023-05-13,Completed,74.4,A-,3.5,59.6,Passed,Excellent,Moderate Risk
E008042,STU0295,C056,S02,F038,2023-05-18,Completed,83.7,A+,4.0,93.1,Passed,Excellent,Low Risk
E008043,STU0295,C036,S02,F034,2023-05-01,Completed,47.4,C,2.25,99.3,Passed,Satisfactory,Low Risk
E008044,STU0295,C027,S02,F037,2023-05-09,Completed,65.3,B+,3.25,80.6,Passed,Good,Low Risk
E008045,STU0295,C048,S02,F038,2023-05-19,Completed,40.7,D,2.0,85.6,Passed,Satisfactory,Low Risk
E008046,STU0295,C030,S05,F038,2024-05-14,Enrolled,68.9,B+,3.25,83.2,Passed,Good,Low Risk
E008047,STU0295,C015,S05,F034,2024-05-06,Completed,57.5,B-,2.75,82.7,Passed,Satisfactory,Low Risk
E008048,STU0295,C056,S05,F037,2024-05-14,Enrolled,79.9,A,3.75,97.3,Passed,Excellent,Low Risk
E008049,STU0295,C027,S06,F037,2024-09-12,Completed,55.4,B-,2.75,95.6,Passed,Satisfactory,Low Risk
E008050,STU0295,C049,S06,F038,2024-09-20,Completed,87.7,A+,4.0,87.4,Passed,Excellent,Low Risk
E008051,STU0295,C056,S06,F038,2024-09-04,Completed,68.6,B+,3.25,85.2,Passed,Good,Low Risk
E008052,STU0295,C042,S06,F037,2024-09-17,Completed,76.0,A,3.75,92.5,Passed,Excellent,Low Risk
E008053,STU0295,C051,S06,F037,2024-09-18,Completed,42.7,D,2.0,90.0,Passed,Satisfactory,Low Risk
E008054,STU0295,C015,S08,F037,2025-05-01,Completed,100.0,A+,4.0,94.6,Passed,Excellent,Low Risk
E008055,STU0295,C056,S08,F038,2025-05-02,Completed,58.9,B-,2.75,82.3,Passed,Satisfactory,Low Risk
E008056,STU0295,C049,S08,F037,2025-05-05,Withdrawn,100.0,A+,4.0,71.2,Passed,Excellent,Moderate Risk
E008057,STU0295,C027,S07,F038,2025-01-21,Enrolled,57.1,B-,2.75,75.7,Passed,Satisfactory,Low Risk
E008058,STU0295,C051,S07,F034,2025-01-11,Completed,79.5,A,3.75,92.8,Passed,Excellent,Low Risk
E008059,STU0295,C049,S07,F034,2025-01-16,Completed,48.8,C,2.25,56.3,Passed,Satisfactory,High Risk
E008060,STU0295,C015,S09,F038,2025-09-11,Completed,65.5,B+,3.25,72.5,Passed,Good,Moderate Risk
E008061,STU0295,C051,S09,F038,2025-09-11,Completed,82.9,A+,4.0,93.8,Passed,Excellent,Low Risk
E008062,STU0295,C030,S09,F037,2025-09-13,Completed,51.6,C+,2.5,94.4,Passed,Satisfactory,Low Risk
E008063,STU0295,C051,S10,F037,2026-01-06,Completed,61.9,B,3.0,100.0,Passed,Good,Low Risk
E008064,STU0295,C030,S10,F034,2026-01-16,Completed,70.5,A-,3.5,80.4,Passed,Good,Low Risk
E008065,STU0295,C056,S10,F038,2026-01-02,Completed,71.8,A-,3.5,85.3,Passed,Good,Low Risk
E008066,STU0295,C015,S01,F038,2023-01-13,Completed,58.8,B-,2.75,100.0,Passed,Satisfactory,Low Risk
E008067,STU0295,C042,S01,F037,2023-01-18,Enrolled,62.1,B,3.0,86.9,Passed,Good,Low Risk
E008068,STU0295,C056,S01,F037,2023-01-14,Completed,89.9,A+,4.0,87.0,Passed,Excellent,Low Risk
E008069,STU0295,C056,S03,F034,2023-09-04,Completed,81.6,A+,4.0,80.1,Passed,Excellent,Low Risk
E008070,STU0295,C015,S03,F038,2023-09-14,Completed,55.1,B-,2.75,77.3,Passed,Satisfactory,Low Risk
E008071,STU0295,C051,S03,F037,2023-09-09,Completed,91.7,A+,4.0,86.5,Passed,Excellent,Low Risk
E008072,STU0295,C042,S03,F038,2023-09-08,Enrolled,64.2,B,3.0,82.9,Passed,Good,Low Risk
E008073,STU0295,C049,S03,F037,2023-09-19,Completed,84.5,A+,4.0,82.0,Passed,Excellent,Low Risk
E008074,STU0295,C042,S04,F038,2024-01-18,Completed,76.8,A,3.75,83.3,Passed,Excellent,Low Risk
E008075,STU0295,C030,S04,F038,2024-01-02,Completed,41.1,D,2.0,92.9,Passed,Satisfactory,Low Risk
E008076,STU0295,C056,S04,F038,2024-01-02,Completed,41.2,D,2.0,100.0,Passed,Satisfactory,Low Risk
E008077,STU0296,C022,S06,F040,2024-09-15,Completed,89.4,A+,4.0,78.8,Passed,Excellent,Low Risk
E008078,STU0296,C066,S06,F036,2024-09-04,Completed,83.9,A+,4.0,71.6,Passed,Excellent,Moderate Risk
E008079,STU0296,C054,S06,F007,2024-09-06,Completed,55.9,B-,2.75,86.0,Passed,Satisfactory,Low Risk
E008080,STU0296,C024,S06,F003,2024-09-16,Completed,77.4,A,3.75,89.8,Passed,Excellent,Low Risk
E008081,STU0296,C061,S10,F019,2026-01-02,Completed,66.9,B+,3.25,75.3,Passed,Good,Low Risk
E008082,STU0296,C066,S10,F049,2026-01-06,Withdrawn,91.4,A+,4.0,100.0,Passed,Excellent,Low Risk
E008083,STU0296,C043,S10,F007,2026-01-05,Enrolled,84.2,A+,4.0,74.6,Passed,Excellent,Low Risk
E008084,STU0296,C024,S10,F003,2026-01-19,Completed,56.1,B-,2.75,82.8,Passed,Satisfactory,Low Risk
E008085,STU0296,C054,S10,F047,2026-01-15,Completed,47.6,C,2.25,72.1,Passed,Satisfactory,Moderate Risk
E008086,STU0296,C024,S03,F006,2023-09-19,Enrolled,59.7,B-,2.75,100.0,Passed,Good,Low Risk
E008087,STU0296,C054,S03,F047,2023-09-09,Completed,61.7,B,3.0,100.0,Passed,Good,Low Risk
E008088,STU0296,C061,S03,F047,2023-09-07,Enrolled,56.2,B-,2.75,79.0,Passed,Satisfactory,Low Risk
E008089,STU0296,C043,S03,F040,2023-09-03,Completed,94.7,A+,4.0,86.6,Passed,Excellent,Low Risk
E008090,STU0296,C061,S02,F036,2023-05-02,Withdrawn,82.8,A+,4.0,51.8,Passed,Excellent,High Risk
E008091,STU0296,C012,S02,F049,2023-05-08,Enrolled,81.7,A+,4.0,93.5,Passed,Excellent,Low Risk
E008092,STU0296,C024,S02,F003,2023-05-17,Completed,75.2,A,3.75,82.7,Passed,Excellent,Low Risk
E008093,STU0296,C043,S02,F047,2023-05-17,Completed,87.3,A+,4.0,66.2,Passed,Excellent,Moderate Risk
E008094,STU0296,C054,S02,F003,2023-05-01,Enrolled,68.6,B+,3.25,89.7,Passed,Good,Low Risk
E008095,STU0296,C022,S11,F033,2026-05-11,Completed,52.6,C+,2.5,78.6,Passed,Satisfactory,Low Risk
E008096,STU0296,C043,S11,F047,2026-05-05,Completed,82.3,A+,4.0,83.2,Passed,Excellent,Low Risk
E008097,STU0296,C012,S11,F003,2026-05-13,Completed,49.3,C,2.25,94.7,Passed,Satisfactory,Low Risk
E008098,STU0296,C054,S11,F047,2026-05-14,Completed,92.1,A+,4.0,70.3,Passed,Excellent,Moderate Risk
E008099,STU0296,C054,S09,F049,2025-09-20,Completed,63.9,B,3.0,77.8,Passed,Good,Low Risk
E008100,STU0296,C022,S09,F036,2025-09-15,Completed,29.9,F,0.0,99.0,Failed,At Risk,Low Risk
E008101,STU0296,C066,S09,F049,2025-09-09,Completed,78.4,A,3.75,82.3,Passed,Excellent,Low Risk
E008102,STU0296,C024,S09,F040,2025-09-05,Completed,61.5,B,3.0,94.4,Passed,Good,Low Risk
E008103,STU0297,C031,S09,F048,2025-09-19,Enrolled,98.7,A+,4.0,74.0,Passed,Excellent,Moderate Risk
E008104,STU0297,C065,S09,F012,2025-09-20,Completed,87.4,A+,4.0,83.5,Passed,Excellent,Low Risk
E008105,STU0297,C053,S09,F048,2025-09-20,Completed,50.1,C+,2.5,78.1,Passed,Satisfactory,Low Risk
E008106,STU0297,C059,S09,F048,2025-09-03,Completed,68.7,B+,3.25,73.2,Passed,Good,Moderate Risk
E008107,STU0297,C031,S11,F030,2026-05-17,Completed,60.5,B,3.0,100.0,Passed,Good,Low Risk
E008108,STU0297,C065,S11,F046,2026-05-19,Enrolled,80.8,A+,4.0,74.9,Passed,Excellent,Low Risk
E008109,STU0297,C059,S11,F030,2026-05-15,Completed,48.0,C,2.25,81.1,Passed,Satisfactory,Low Risk
E008110,STU0297,C008,S11,F029,2026-05-11,Completed,62.2,B,3.0,86.3,Passed,Good,Low Risk
E008111,STU0297,C053,S02,F010,2023-05-01,Completed,72.8,A-,3.5,93.8,Passed,Good,Low Risk
E008112,STU0297,C065,S02,F012,2023-05-08,Enrolled,58.0,B-,2.75,97.5,Passed,Satisfactory,Low Risk
E008113,STU0297,C008,S02,F029,2023-05-18,Enrolled,79.6,A,3.75,78.5,Passed,Excellent,Low Risk
E008114,STU0297,C038,S02,F046,2023-05-16,Completed,76.2,A,3.75,71.6,Passed,Excellent,Moderate Risk
E008115,STU0297,C031,S02,F029,2023-05-01,Completed,55.1,B-,2.75,72.2,Passed,Satisfactory,Moderate Risk
E008116,STU0297,C008,S06,F018,2024-09-04,Completed,69.6,B+,3.25,79.9,Passed,Good,Low Risk
E008117,STU0297,C031,S06,F030,2024-09-21,Completed,61.5,B,3.0,78.9,Passed,Good,Low Risk
E008118,STU0297,C059,S06,F029,2024-09-01,Enrolled,50.6,C+,2.5,75.4,Passed,Satisfactory,Low Risk
E008119,STU0298,C064,S02,F027,2023-05-14,Completed,76.4,A,3.75,68.3,Passed,Excellent,Moderate Risk
E008120,STU0298,C069,S02,F039,2023-05-21,Enrolled,76.6,A,3.75,68.9,Passed,Excellent,Moderate Risk
E008121,STU0298,C068,S02,F028,2023-05-08,Completed,57.0,B-,2.75,72.4,Passed,Satisfactory,Moderate Risk
E008122,STU0298,C069,S09,F028,2025-09-12,Completed,82.7,A+,4.0,82.4,Passed,Excellent,Low Risk
E008123,STU0298,C068,S09,F050,2025-09-15,Completed,69.0,B+,3.25,77.8,Passed,Good,Low Risk
E008124,STU0298,C064,S09,F039,2025-09-16,Completed,59.2,B-,2.75,100.0,Passed,Good,Low Risk
E008125,STU0298,C040,S09,F027,2025-09-21,Enrolled,61.4,B,3.0,60.0,Passed,Good,Moderate Risk
E008126,STU0298,C069,S08,F039,2025-05-13,Enrolled,70.1,A-,3.5,69.0,Passed,Good,Moderate Risk
E008127,STU0298,C064,S08,F050,2025-05-08,Enrolled,66.7,B+,3.25,81.1,Passed,Good,Low Risk
E008128,STU0298,C068,S08,F028,2025-05-09,Completed,65.3,B+,3.25,71.6,Passed,Good,Moderate Risk
E008129,STU0298,C069,S06,F028,2024-09-20,Completed,49.1,C,2.25,76.7,Passed,Satisfactory,Low Risk
E008130,STU0298,C064,S06,F039,2024-09-01,Completed,77.3,A,3.75,60.7,Passed,Excellent,Moderate Risk
E008131,STU0298,C068,S06,F028,2024-09-02,Completed,60.3,B,3.0,83.3,Passed,Good,Low Risk
E008132,STU0298,C040,S06,F050,2024-09-15,Enrolled,52.0,C+,2.5,69.5,Passed,Satisfactory,Moderate Risk
E008133,STU0298,C068,S04,F050,2024-01-18,Completed,73.2,A-,3.5,100.0,Passed,Good,Low Risk
E008134,STU0298,C040,S04,F027,2024-01-03,Completed,81.7,A+,4.0,77.5,Passed,Excellent,Low Risk
E008135,STU0298,C069,S04,F050,2024-01-03,Completed,74.3,A-,3.5,66.6,Passed,Excellent,Moderate Risk
E008136,STU0298,C064,S04,F028,2024-01-12,Completed,70.1,A-,3.5,88.5,Passed,Good,Low Risk
E008137,STU0298,C069,S10,F027,2026-01-02,Enrolled,38.9,F,0.0,77.5,Failed,At Risk,Low Risk
E008138,STU0298,C064,S10,F027,2026-01-16,Completed,59.5,B-,2.75,86.9,Passed,Good,Low Risk
E008139,STU0298,C040,S10,F050,2026-01-21,Completed,67.7,B+,3.25,57.4,Passed,Good,High Risk
E008140,STU0298,C068,S07,F027,2025-01-10,Completed,80.5,A+,4.0,100.0,Passed,Excellent,Low Risk
E008141,STU0298,C040,S07,F050,2025-01-13,Completed,64.7,B,3.0,89.9,Passed,Good,Low Risk
E008142,STU0298,C064,S07,F039,2025-01-21,Completed,61.2,B,3.0,82.0,Passed,Good,Low Risk
E008143,STU0298,C069,S07,F028,2025-01-04,Completed,57.0,B-,2.75,82.8,Passed,Satisfactory,Low Risk
E008144,STU0298,C040,S05,F027,2024-05-08,Completed,67.2,B+,3.25,92.1,Passed,Good,Low Risk
E008145,STU0298,C068,S05,F050,2024-05-03,Completed,63.1,B,3.0,89.9,Passed,Good,Low Risk
E008146,STU0298,C064,S05,F050,2024-05-09,Completed,71.6,A-,3.5,99.9,Passed,Good,Low Risk
E008147,STU0298,C069,S05,F050,2024-05-05,Enrolled,76.6,A,3.75,95.0,Passed,Excellent,Low Risk
