PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod,Payment Risk Level
P002528,STU0426,S04,52000,26000,26000,Partial,2024-02-20,Mobile Banking,High Risk
P002529,STU0426,S01,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P002530,STU0426,S08,75000,56250,18750,Partial,2025-05-12,Bank,Moderate Risk
P002531,STU0427,S10,60000,45000,15000,Partial,2026-02-20,Mobile Banking,Moderate Risk
P002532,STU0427,S06,45000,45000,0,Paid,2024-09-09,Bank,No Risk
P002533,STU0427,S11,52000,26000,26000,Partial,2026-06-13,Card,High Risk
P002534,STU0427,S07,68000,51000,17000,Partial,2025-03-02,Bank,Moderate Risk
P002535,STU0427,S04,60000,0,60000,Unpaid,,Card,High Risk
P002536,STU0427,S01,75000,0,75000,Unpaid,,Card,High Risk
P002537,STU0427,S05,52000,0,52000,Unpaid,,Cash,High Risk
P002538,STU0428,S01,60000,0,60000,Unpaid,,Bank,High Risk
P002539,STU0428,S10,68000,68000,0,Paid,2026-01-04,Card,No Risk
P002540,STU0428,S02,52000,26000,26000,Partial,2023-05-12,Cash,High Risk
P002541,STU0428,S06,75000,56250,18750,Partial,2024-10-20,Cash,Moderate Risk
P002542,STU0428,S03,52000,26000,26000,Partial,2023-10-09,Bank,High Risk
P002543,STU0429,S03,60000,30000,30000,Partial,2023-09-14,Cash,High Risk
P002544,STU0429,S07,68000,51000,17000,Partial,2025-03-02,Mobile Banking,Moderate Risk
P002545,STU0429,S02,45000,45000,0,Paid,2023-05-19,Mobile Banking,No Risk
P002546,STU0429,S09,45000,45000,0,Paid,2025-10-09,Mobile Banking,No Risk
P002547,STU0429,S01,75000,75000,0,Paid,2023-01-04,Cash,No Risk
P002548,STU0429,S05,68000,34000,34000,Partial,2024-06-17,Card,High Risk
P002549,STU0429,S06,45000,45000,0,Paid,2024-09-18,Bank,No Risk
P002550,STU0430,S07,60000,30000,30000,Partial,2025-02-28,Mobile Banking,High Risk
P002551,STU0430,S06,45000,33750,11250,Partial,2024-09-09,Card,Moderate Risk
P002552,STU0430,S01,52000,52000,0,Paid,2023-03-01,Mobile Banking,No Risk
P002553,STU0430,S11,52000,26000,26000,Partial,2026-06-28,Card,High Risk
P002554,STU0430,S02,68000,34000,34000,Partial,2023-06-13,Mobile Banking,High Risk
P002555,STU0430,S08,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P002556,STU0430,S10,45000,0,45000,Unpaid,,Cash,High Risk
P002557,STU0431,S08,68000,51000,17000,Partial,2025-06-12,Mobile Banking,Moderate Risk
P002558,STU0431,S06,75000,75000,0,Paid,2024-10-20,Bank,No Risk
P002559,STU0431,S09,52000,52000,0,Paid,2025-10-26,Card,No Risk
P002560,STU0431,S07,45000,45000,0,Paid,2025-03-02,Bank,No Risk
P002561,STU0431,S11,68000,68000,0,Paid,2026-06-14,Card,No Risk
P002562,STU0431,S01,45000,45000,0,Paid,2023-01-03,Cash,No Risk
P002563,STU0431,S05,45000,0,45000,Unpaid,,Card,High Risk
P002564,STU0432,S09,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P002565,STU0432,S10,52000,0,52000,Unpaid,,Card,High Risk
P002566,STU0432,S02,45000,22500,22500,Partial,2023-06-09,Bank,High Risk
P002567,STU0432,S07,68000,68000,0,Paid,2025-02-18,Bank,No Risk
P002568,STU0432,S06,52000,26000,26000,Partial,2024-09-23,Mobile Banking,High Risk
P002569,STU0432,S05,68000,68000,0,Paid,2024-05-13,Bank,No Risk
P002570,STU0432,S08,60000,0,60000,Unpaid,,Bank,High Risk
P002571,STU0432,S04,68000,68000,0,Paid,2024-02-02,Mobile Banking,No Risk
P002572,STU0433,S06,45000,45000,0,Paid,2024-09-17,Bank,No Risk
P002573,STU0433,S10,52000,26000,26000,Partial,2026-01-20,Cash,High Risk
P002574,STU0433,S03,68000,68000,0,Paid,2023-09-17,Cash,No Risk
P002575,STU0433,S05,68000,68000,0,Paid,2024-05-02,Cash,No Risk
P002576,STU0433,S04,52000,39000,13000,Partial,2024-02-21,Mobile Banking,Moderate Risk
P002577,STU0433,S09,75000,75000,0,Paid,2025-09-13,Bank,No Risk
P002578,STU0433,S01,52000,52000,0,Paid,2023-01-31,Cash,No Risk
P002579,STU0434,S07,52000,52000,0,Paid,2025-02-20,Bank,No Risk
P002580,STU0434,S06,52000,26000,26000,Partial,2024-10-29,Cash,High Risk
P002581,STU0434,S02,60000,30000,30000,Partial,2023-06-01,Mobile Banking,High Risk
P002582,STU0434,S09,68000,0,68000,Unpaid,,Bank,High Risk
P002583,STU0434,S11,60000,45000,15000,Partial,2026-05-22,Card,Moderate Risk
P002584,STU0434,S08,60000,45000,15000,Partial,2025-05-08,Mobile Banking,Moderate Risk
P002585,STU0434,S10,68000,34000,34000,Partial,2026-01-12,Cash,High Risk
P002586,STU0435,S10,45000,45000,0,Paid,2026-01-24,Cash,No Risk
P002587,STU0435,S08,68000,51000,17000,Partial,2025-05-22,Cash,Moderate Risk
P002588,STU0435,S09,75000,37500,37500,Partial,2025-09-11,Cash,High Risk
P002589,STU0435,S11,60000,45000,15000,Partial,2026-05-23,Card,Moderate Risk
P002590,STU0435,S05,60000,60000,0,Paid,2024-05-10,Mobile Banking,No Risk
P002591,STU0436,S02,45000,45000,0,Paid,2023-06-10,Card,No Risk
P002592,STU0436,S06,52000,52000,0,Paid,2024-10-12,Card,No Risk
P002593,STU0436,S10,75000,75000,0,Paid,2026-01-04,Mobile Banking,No Risk
P002594,STU0436,S04,45000,22500,22500,Partial,2024-02-21,Mobile Banking,High Risk
P002595,STU0436,S09,75000,0,75000,Unpaid,,Cash,High Risk
P002596,STU0436,S05,52000,39000,13000,Partial,2024-06-18,Bank,Moderate Risk
P002597,STU0436,S11,60000,30000,30000,Partial,2026-06-29,Card,High Risk
P002598,STU0437,S08,75000,37500,37500,Partial,2025-06-22,Cash,High Risk
P002599,STU0437,S05,52000,52000,0,Paid,2024-06-30,Cash,No Risk
P002600,STU0437,S02,60000,60000,0,Paid,2023-06-11,Mobile Banking,No Risk
P002601,STU0437,S07,45000,33750,11250,Partial,2025-02-15,Cash,Moderate Risk
P002602,STU0437,S09,52000,26000,26000,Partial,2025-10-23,Bank,High Risk
P002603,STU0437,S03,52000,52000,0,Paid,2023-10-31,Card,No Risk
P002604,STU0437,S06,52000,52000,0,Paid,2024-10-14,Cash,No Risk
P002605,STU0438,S09,45000,22500,22500,Partial,2025-09-26,Mobile Banking,High Risk
P002606,STU0438,S04,68000,68000,0,Paid,2024-02-13,Card,No Risk
P002607,STU0438,S07,68000,0,68000,Unpaid,,Cash,High Risk
P002608,STU0438,S08,52000,52000,0,Paid,2025-06-28,Cash,No Risk
P002609,STU0438,S06,52000,26000,26000,Partial,2024-10-08,Bank,High Risk
P002610,STU0439,S02,68000,51000,17000,Partial,2023-06-28,Bank,Moderate Risk
P002611,STU0439,S06,60000,45000,15000,Partial,2024-10-15,Cash,Moderate Risk
P002612,STU0439,S09,75000,75000,0,Paid,2025-10-19,Card,No Risk
P002613,STU0439,S05,75000,75000,0,Paid,2024-05-10,Card,No Risk
P002614,STU0439,S08,75000,75000,0,Paid,2025-05-13,Bank,No Risk
P002615,STU0439,S04,52000,52000,0,Paid,2024-03-01,Card,No Risk
P002616,STU0439,S11,52000,39000,13000,Partial,2026-05-17,Card,Moderate Risk
P002617,STU0439,S01,60000,60000,0,Paid,2023-02-25,Card,No Risk
P002618,STU0440,S01,52000,39000,13000,Partial,2023-01-23,Bank,Moderate Risk
P002619,STU0440,S10,52000,39000,13000,Partial,2026-01-15,Cash,Moderate Risk
P002620,STU0440,S05,52000,39000,13000,Partial,2024-06-20,Card,Moderate Risk
P002621,STU0440,S07,68000,51000,17000,Partial,2025-02-27,Cash,Moderate Risk
P002622,STU0440,S06,68000,34000,34000,Partial,2024-10-24,Card,High Risk
P002623,STU0440,S03,68000,68000,0,Paid,2023-10-20,Cash,No Risk
P002624,STU0441,S02,68000,68000,0,Paid,2023-05-18,Card,No Risk
P002625,STU0441,S09,60000,45000,15000,Partial,2025-09-09,Bank,Moderate Risk
P002626,STU0441,S08,60000,45000,15000,Partial,2025-05-27,Cash,Moderate Risk
P002627,STU0441,S07,52000,39000,13000,Partial,2025-02-05,Cash,Moderate Risk
P002628,STU0441,S05,60000,60000,0,Paid,2024-06-13,Cash,No Risk
P002629,STU0442,S11,68000,51000,17000,Partial,2026-05-25,Card,Moderate Risk
P002630,STU0442,S04,75000,56250,18750,Partial,2024-01-08,Cash,Moderate Risk
P002631,STU0442,S10,75000,75000,0,Paid,2026-02-20,Mobile Banking,No Risk
P002632,STU0442,S01,68000,68000,0,Paid,2023-01-31,Bank,No Risk
P002633,STU0442,S06,75000,75000,0,Paid,2024-10-04,Cash,No Risk
P002634,STU0442,S07,45000,22500,22500,Partial,2025-01-02,Card,High Risk
P002635,STU0442,S02,75000,75000,0,Paid,2023-06-26,Cash,No Risk
P002636,STU0442,S08,52000,26000,26000,Partial,2025-05-16,Card,High Risk
P002637,STU0443,S04,52000,39000,13000,Partial,2024-01-27,Bank,Moderate Risk
P002638,STU0443,S05,45000,33750,11250,Partial,2024-06-22,Cash,Moderate Risk
P002639,STU0443,S06,52000,26000,26000,Partial,2024-09-22,Mobile Banking,High Risk
P002640,STU0443,S08,75000,75000,0,Paid,2025-05-07,Card,No Risk
P002641,STU0443,S07,75000,75000,0,Paid,2025-02-19,Cash,No Risk
P002642,STU0443,S01,68000,68000,0,Paid,2023-01-09,Mobile Banking,No Risk
P002643,STU0444,S04,45000,45000,0,Paid,2024-02-03,Cash,No Risk
P002644,STU0444,S01,45000,45000,0,Paid,2023-02-11,Mobile Banking,No Risk
P002645,STU0444,S11,68000,34000,34000,Partial,2026-06-13,Bank,High Risk
P002646,STU0444,S09,52000,26000,26000,Partial,2025-10-27,Bank,High Risk
P002647,STU0444,S02,75000,0,75000,Unpaid,,Bank,High Risk
P002648,STU0444,S08,52000,26000,26000,Partial,2025-06-18,Mobile Banking,High Risk
P002649,STU0445,S01,68000,51000,17000,Partial,2023-01-02,Bank,Moderate Risk
P002650,STU0445,S02,52000,52000,0,Paid,2023-06-15,Cash,No Risk
P002651,STU0445,S07,45000,0,45000,Unpaid,,Card,High Risk
P002652,STU0445,S04,45000,45000,0,Paid,2024-02-13,Card,No Risk
P002653,STU0446,S01,60000,45000,15000,Partial,2023-02-16,Cash,Moderate Risk
P002654,STU0446,S11,68000,68000,0,Paid,2026-05-02,Mobile Banking,No Risk
P002655,STU0446,S10,52000,52000,0,Paid,2026-01-27,Card,No Risk
P002656,STU0446,S07,60000,60000,0,Paid,2025-02-13,Cash,No Risk
P002657,STU0447,S08,75000,75000,0,Paid,2025-05-21,Mobile Banking,No Risk
P002658,STU0447,S11,45000,45000,0,Paid,2026-06-20,Bank,No Risk
P002659,STU0447,S03,60000,0,60000,Unpaid,,Bank,High Risk
P002660,STU0447,S06,60000,60000,0,Paid,2024-09-18,Card,No Risk
P002661,STU0447,S02,45000,45000,0,Paid,2023-06-20,Mobile Banking,No Risk
P002662,STU0447,S10,52000,39000,13000,Partial,2026-03-01,Card,Moderate Risk
P002663,STU0447,S05,75000,37500,37500,Partial,2024-06-16,Cash,High Risk
P002664,STU0447,S09,75000,56250,18750,Partial,2025-09-07,Bank,Moderate Risk
P002665,STU0448,S02,68000,51000,17000,Partial,2023-05-12,Mobile Banking,Moderate Risk
P002666,STU0448,S09,75000,37500,37500,Partial,2025-09-11,Card,High Risk
P002667,STU0448,S05,45000,45000,0,Paid,2024-05-12,Bank,No Risk
P002668,STU0448,S10,45000,45000,0,Paid,2026-02-09,Mobile Banking,No Risk
P002669,STU0448,S08,45000,22500,22500,Partial,2025-05-11,Bank,High Risk
P002670,STU0448,S03,68000,68000,0,Paid,2023-10-13,Cash,No Risk
P002671,STU0449,S02,60000,30000,30000,Partial,2023-06-25,Mobile Banking,High Risk
P002672,STU0449,S09,75000,75000,0,Paid,2025-10-22,Bank,No Risk
P002673,STU0449,S08,45000,45000,0,Paid,2025-05-23,Mobile Banking,No Risk
P002674,STU0449,S05,52000,0,52000,Unpaid,,Bank,High Risk
P002675,STU0450,S06,45000,33750,11250,Partial,2024-09-06,Mobile Banking,Moderate Risk
P002676,STU0450,S01,68000,68000,0,Paid,2023-01-31,Bank,No Risk
P002677,STU0450,S09,60000,60000,0,Paid,2025-09-13,Card,No Risk
P002678,STU0450,S03,75000,75000,0,Paid,2023-09-03,Mobile Banking,No Risk
P002679,STU0450,S04,60000,45000,15000,Partial,2024-02-21,Bank,Moderate Risk
P002680,STU0450,S05,68000,0,68000,Unpaid,,Card,High Risk
P002681,STU0451,S01,68000,68000,0,Paid,2023-01-26,Card,No Risk
P002682,STU0451,S06,75000,75000,0,Paid,2024-10-16,Card,No Risk
P002683,STU0451,S10,75000,0,75000,Unpaid,,Bank,High Risk
P002684,STU0451,S11,52000,39000,13000,Partial,2026-06-05,Bank,Moderate Risk
P002685,STU0451,S05,68000,51000,17000,Partial,2024-05-26,Card,Moderate Risk
P002686,STU0451,S08,45000,22500,22500,Partial,2025-05-24,Card,High Risk
P002687,STU0451,S02,68000,0,68000,Unpaid,,Bank,High Risk
P002688,STU0451,S03,45000,33750,11250,Partial,2023-09-02,Mobile Banking,Moderate Risk
P002689,STU0452,S11,60000,45000,15000,Partial,2026-06-17,Card,Moderate Risk
P002690,STU0452,S08,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P002691,STU0452,S06,52000,52000,0,Paid,2024-10-13,Card,No Risk
P002692,STU0452,S02,52000,0,52000,Unpaid,,Card,High Risk
P002693,STU0453,S03,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P002694,STU0453,S04,52000,39000,13000,Partial,2024-01-06,Bank,Moderate Risk
P002695,STU0453,S10,60000,45000,15000,Partial,2026-01-03,Bank,Moderate Risk
P002696,STU0453,S06,45000,22500,22500,Partial,2024-09-20,Bank,High Risk
P002697,STU0454,S08,68000,68000,0,Paid,2025-05-04,Cash,No Risk
P002698,STU0454,S09,60000,60000,0,Paid,2025-10-31,Cash,No Risk
P002699,STU0454,S11,45000,33750,11250,Partial,2026-05-02,Card,Moderate Risk
P002700,STU0454,S05,52000,39000,13000,Partial,2024-05-28,Mobile Banking,Moderate Risk
P002701,STU0455,S01,68000,34000,34000,Partial,2023-01-14,Mobile Banking,High Risk
P002702,STU0455,S10,68000,68000,0,Paid,2026-01-18,Card,No Risk
P002703,STU0455,S07,68000,34000,34000,Partial,2025-02-17,Cash,High Risk
P002704,STU0455,S03,52000,26000,26000,Partial,2023-09-18,Cash,High Risk
P002705,STU0456,S04,75000,37500,37500,Partial,2024-01-21,Cash,High Risk
P002706,STU0456,S11,52000,26000,26000,Partial,2026-06-10,Mobile Banking,High Risk
P002707,STU0456,S01,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P002708,STU0456,S06,75000,75000,0,Paid,2024-09-11,Bank,No Risk
P002709,STU0456,S05,52000,0,52000,Unpaid,,Mobile Banking,High Risk
P002710,STU0456,S10,75000,0,75000,Unpaid,,Bank,High Risk
P002711,STU0457,S02,60000,60000,0,Paid,2023-06-15,Mobile Banking,No Risk
P002712,STU0457,S10,60000,45000,15000,Partial,2026-02-25,Mobile Banking,Moderate Risk
P002713,STU0457,S01,60000,60000,0,Paid,2023-03-02,Mobile Banking,No Risk
P002714,STU0457,S04,45000,33750,11250,Partial,2024-02-11,Card,Moderate Risk
P002715,STU0457,S06,52000,26000,26000,Partial,2024-10-26,Cash,High Risk
P002716,STU0458,S09,45000,45000,0,Paid,2025-10-19,Cash,No Risk
P002717,STU0458,S03,75000,37500,37500,Partial,2023-09-29,Cash,High Risk
P002718,STU0458,S04,68000,0,68000,Unpaid,,Card,High Risk
P002719,STU0458,S05,45000,33750,11250,Partial,2024-05-01,Cash,Moderate Risk
P002720,STU0458,S06,60000,0,60000,Unpaid,,Cash,High Risk
P002721,STU0458,S02,45000,0,45000,Unpaid,,Card,High Risk
P002722,STU0459,S11,45000,22500,22500,Partial,2026-05-21,Card,High Risk
P002723,STU0459,S01,75000,0,75000,Unpaid,,Cash,High Risk
P002724,STU0459,S02,45000,45000,0,Paid,2023-06-21,Cash,No Risk
P002725,STU0459,S10,60000,60000,0,Paid,2026-02-19,Card,No Risk
P002726,STU0459,S04,45000,0,45000,Unpaid,,Mobile Banking,High Risk
P002727,STU0459,S07,75000,0,75000,Unpaid,,Card,High Risk
P002728,STU0459,S03,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P002729,STU0460,S10,60000,60000,0,Paid,2026-02-08,Mobile Banking,No Risk
P002730,STU0460,S03,75000,56250,18750,Partial,2023-10-15,Mobile Banking,Moderate Risk
P002731,STU0460,S06,60000,60000,0,Paid,2024-09-28,Mobile Banking,No Risk
P002732,STU0460,S01,45000,33750,11250,Partial,2023-02-23,Cash,Moderate Risk
P002733,STU0461,S01,68000,68000,0,Paid,2023-01-24,Card,No Risk
P002734,STU0461,S05,52000,0,52000,Unpaid,,Cash,High Risk
P002735,STU0461,S02,68000,51000,17000,Partial,2023-05-28,Cash,Moderate Risk
P002736,STU0461,S10,45000,45000,0,Paid,2026-02-01,Bank,No Risk
P002737,STU0461,S06,45000,45000,0,Paid,2024-09-12,Mobile Banking,No Risk
P002738,STU0461,S09,68000,0,68000,Unpaid,,Bank,High Risk
P002739,STU0462,S07,75000,56250,18750,Partial,2025-02-27,Bank,Moderate Risk
P002740,STU0462,S08,75000,56250,18750,Partial,2025-06-20,Mobile Banking,Moderate Risk
P002741,STU0462,S02,60000,30000,30000,Partial,2023-05-14,Card,High Risk
P002742,STU0462,S01,68000,68000,0,Paid,2023-02-01,Mobile Banking,No Risk
P002743,STU0462,S11,45000,0,45000,Unpaid,,Card,High Risk
P002744,STU0462,S06,45000,0,45000,Unpaid,,Bank,High Risk
P002745,STU0463,S07,68000,68000,0,Paid,2025-02-17,Mobile Banking,No Risk
P002746,STU0463,S04,45000,22500,22500,Partial,2024-02-03,Mobile Banking,High Risk
P002747,STU0463,S11,60000,0,60000,Unpaid,,Bank,High Risk
P002748,STU0463,S03,52000,26000,26000,Partial,2023-09-15,Cash,High Risk
P002749,STU0464,S04,45000,22500,22500,Partial,2024-02-19,Mobile Banking,High Risk
P002750,STU0464,S10,60000,30000,30000,Partial,2026-02-27,Cash,High Risk
P002751,STU0464,S11,68000,0,68000,Unpaid,,Cash,High Risk
P002752,STU0464,S01,60000,45000,15000,Partial,2023-02-27,Bank,Moderate Risk
P002753,STU0464,S03,60000,60000,0,Paid,2023-09-06,Cash,No Risk
P002754,STU0464,S05,52000,39000,13000,Partial,2024-05-27,Mobile Banking,Moderate Risk
P002755,STU0465,S10,75000,75000,0,Paid,2026-02-13,Cash,No Risk
P002756,STU0465,S06,60000,60000,0,Paid,2024-10-22,Card,No Risk
P002757,STU0465,S05,68000,51000,17000,Partial,2024-05-29,Card,Moderate Risk
P002758,STU0465,S11,75000,75000,0,Paid,2026-06-24,Bank,No Risk
P002759,STU0465,S09,68000,34000,34000,Partial,2025-09-19,Bank,High Risk
P002760,STU0465,S02,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P002761,STU0465,S04,75000,37500,37500,Partial,2024-01-24,Mobile Banking,High Risk
P002762,STU0466,S10,52000,39000,13000,Partial,2026-02-13,Cash,Moderate Risk
P002763,STU0466,S07,75000,56250,18750,Partial,2025-01-18,Cash,Moderate Risk
P002764,STU0466,S08,68000,34000,34000,Partial,2025-06-24,Cash,High Risk
P002765,STU0466,S03,60000,60000,0,Paid,2023-10-17,Bank,No Risk
P002766,STU0466,S11,52000,26000,26000,Partial,2026-05-15,Card,High Risk
P002767,STU0466,S06,45000,33750,11250,Partial,2024-10-06,Mobile Banking,Moderate Risk
P002768,STU0467,S01,45000,33750,11250,Partial,2023-03-02,Mobile Banking,Moderate Risk
P002769,STU0467,S06,52000,52000,0,Paid,2024-10-12,Mobile Banking,No Risk
P002770,STU0467,S10,75000,56250,18750,Partial,2026-02-16,Bank,Moderate Risk
P002771,STU0467,S09,75000,56250,18750,Partial,2025-10-21,Bank,Moderate Risk
P002772,STU0467,S08,68000,68000,0,Paid,2025-06-11,Card,No Risk
P002773,STU0467,S11,45000,33750,11250,Partial,2026-05-28,Bank,Moderate Risk
P002774,STU0467,S05,75000,37500,37500,Partial,2024-05-10,Card,High Risk
P002775,STU0467,S03,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P002776,STU0468,S09,45000,22500,22500,Partial,2025-09-17,Cash,High Risk
P002777,STU0468,S03,45000,0,45000,Unpaid,,Card,High Risk
P002778,STU0468,S08,68000,0,68000,Unpaid,,Cash,High Risk
P002779,STU0468,S11,60000,45000,15000,Partial,2026-05-03,Cash,Moderate Risk
P002780,STU0468,S06,68000,68000,0,Paid,2024-10-07,Mobile Banking,No Risk
P002781,STU0468,S01,45000,22500,22500,Partial,2023-01-29,Bank,High Risk
P002782,STU0469,S01,60000,45000,15000,Partial,2023-01-01,Card,Moderate Risk
P002783,STU0469,S08,52000,0,52000,Unpaid,,Cash,High Risk
P002784,STU0469,S04,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P002785,STU0469,S11,68000,51000,17000,Partial,2026-06-15,Cash,Moderate Risk
P002786,STU0469,S09,75000,75000,0,Paid,2025-09-06,Bank,No Risk
P002787,STU0469,S02,68000,68000,0,Paid,2023-05-29,Mobile Banking,No Risk
P002788,STU0469,S06,60000,60000,0,Paid,2024-09-08,Mobile Banking,No Risk
P002789,STU0470,S03,68000,51000,17000,Partial,2023-10-23,Bank,Moderate Risk
P002790,STU0470,S01,45000,45000,0,Paid,2023-01-30,Card,No Risk
P002791,STU0470,S07,60000,60000,0,Paid,2025-02-20,Bank,No Risk
P002792,STU0470,S04,52000,52000,0,Paid,2024-01-29,Card,No Risk
P002793,STU0470,S11,68000,34000,34000,Partial,2026-06-24,Mobile Banking,High Risk
P002794,STU0470,S08,60000,30000,30000,Partial,2025-05-01,Mobile Banking,High Risk
P002795,STU0470,S10,52000,52000,0,Paid,2026-02-02,Card,No Risk
P002796,STU0470,S02,52000,26000,26000,Partial,2023-05-22,Bank,High Risk
P002797,STU0471,S08,68000,68000,0,Paid,2025-05-06,Card,No Risk
P002798,STU0471,S06,45000,45000,0,Paid,2024-10-19,Card,No Risk
P002799,STU0471,S05,68000,34000,34000,Partial,2024-06-26,Card,High Risk
P002800,STU0471,S01,75000,75000,0,Paid,2023-02-10,Bank,No Risk
P002801,STU0471,S09,45000,22500,22500,Partial,2025-09-02,Mobile Banking,High Risk
P002802,STU0471,S11,60000,60000,0,Paid,2026-05-05,Bank,No Risk
P002803,STU0472,S08,60000,60000,0,Paid,2025-05-31,Bank,No Risk
P002804,STU0472,S05,45000,45000,0,Paid,2024-06-13,Card,No Risk
P002805,STU0472,S11,52000,39000,13000,Partial,2026-05-14,Cash,Moderate Risk
P002806,STU0472,S04,45000,45000,0,Paid,2024-02-16,Mobile Banking,No Risk
P002807,STU0472,S09,68000,0,68000,Unpaid,,Mobile Banking,High Risk
P002808,STU0472,S01,52000,0,52000,Unpaid,,Bank,High Risk
P002809,STU0472,S06,75000,75000,0,Paid,2024-09-12,Card,No Risk
P002810,STU0473,S11,60000,0,60000,Unpaid,,Bank,High Risk
P002811,STU0473,S02,68000,68000,0,Paid,2023-05-08,Card,No Risk
P002812,STU0473,S07,75000,75000,0,Paid,2025-01-20,Bank,No Risk
P002813,STU0473,S04,60000,60000,0,Paid,2024-01-27,Card,No Risk
P002814,STU0473,S05,60000,45000,15000,Partial,2024-06-05,Mobile Banking,Moderate Risk
P002815,STU0474,S03,60000,30000,30000,Partial,2023-10-13,Card,High Risk
P002816,STU0474,S06,60000,60000,0,Paid,2024-09-01,Cash,No Risk
P002817,STU0474,S05,75000,37500,37500,Partial,2024-06-05,Mobile Banking,High Risk
P002818,STU0474,S11,45000,45000,0,Paid,2026-05-04,Cash,No Risk
P002819,STU0474,S02,68000,0,68000,Unpaid,,Cash,High Risk
P002820,STU0474,S01,75000,37500,37500,Partial,2023-01-16,Cash,High Risk
P002821,STU0474,S07,75000,75000,0,Paid,2025-01-28,Mobile Banking,No Risk
P002822,STU0474,S09,75000,75000,0,Paid,2025-10-26,Cash,No Risk
P002823,STU0475,S10,52000,26000,26000,Partial,2026-01-31,Cash,High Risk
P002824,STU0475,S07,68000,0,68000,Unpaid,,Bank,High Risk
P002825,STU0475,S05,60000,60000,0,Paid,2024-05-08,Mobile Banking,No Risk
P002826,STU0475,S02,60000,0,60000,Unpaid,,Card,High Risk
P002827,STU0476,S09,75000,56250,18750,Partial,2025-09-24,Bank,Moderate Risk
P002828,STU0476,S06,68000,34000,34000,Partial,2024-10-03,Bank,High Risk
P002829,STU0476,S10,75000,56250,18750,Partial,2026-02-06,Card,Moderate Risk
P002830,STU0476,S02,60000,60000,0,Paid,2023-05-06,Bank,No Risk
P002831,STU0476,S08,45000,22500,22500,Partial,2025-06-02,Cash,High Risk
P002832,STU0476,S07,60000,60000,0,Paid,2025-02-17,Card,No Risk
P002833,STU0476,S11,75000,75000,0,Paid,2026-06-20,Cash,No Risk
P002834,STU0477,S03,75000,0,75000,Unpaid,,Bank,High Risk
P002835,STU0477,S08,52000,0,52000,Unpaid,,Bank,High Risk
P002836,STU0477,S04,45000,33750,11250,Partial,2024-02-29,Mobile Banking,Moderate Risk
P002837,STU0477,S05,75000,56250,18750,Partial,2024-06-22,Cash,Moderate Risk
P002838,STU0477,S10,60000,30000,30000,Partial,2026-01-02,Mobile Banking,High Risk
P002839,STU0477,S02,45000,45000,0,Paid,2023-05-12,Cash,No Risk
P002840,STU0478,S09,60000,0,60000,Unpaid,,Card,High Risk
P002841,STU0478,S11,45000,45000,0,Paid,2026-05-17,Bank,No Risk
P002842,STU0478,S06,68000,34000,34000,Partial,2024-09-14,Card,High Risk
P002843,STU0478,S07,60000,0,60000,Unpaid,,Mobile Banking,High Risk
P002844,STU0479,S07,75000,75000,0,Paid,2025-02-05,Card,No Risk
P002845,STU0479,S04,75000,0,75000,Unpaid,,Bank,High Risk
P002846,STU0479,S06,75000,75000,0,Paid,2024-09-21,Cash,No Risk
P002847,STU0479,S11,52000,26000,26000,Partial,2026-06-04,Cash,High Risk
P002848,STU0479,S03,52000,26000,26000,Partial,2023-09-08,Mobile Banking,High Risk
P002849,STU0479,S01,60000,60000,0,Paid,2023-02-05,Cash,No Risk
P002850,STU0480,S07,52000,52000,0,Paid,2025-01-06,Mobile Banking,No Risk
P002851,STU0480,S11,68000,68000,0,Paid,2026-06-21,Bank,No Risk
P002852,STU0480,S02,68000,34000,34000,Partial,2023-05-21,Bank,High Risk
P002853,STU0480,S01,52000,52000,0,Paid,2023-02-02,Card,No Risk
P002854,STU0480,S04,60000,0,60000,Unpaid,,Cash,High Risk
P002855,STU0480,S03,52000,52000,0,Paid,2023-09-21,Cash,No Risk
P002856,STU0481,S10,75000,0,75000,Unpaid,,Mobile Banking,High Risk
P002857,STU0481,S09,45000,22500,22500,Partial,2025-09-14,Bank,High Risk
P002858,STU0481,S05,52000,26000,26000,Partial,2024-05-02,Bank,High Risk
P002859,STU0481,S04,75000,75000,0,Paid,2024-03-01,Cash,No Risk
P002860,STU0481,S08,68000,68000,0,Paid,2025-06-24,Bank,No Risk
P002861,STU0481,S03,68000,0,68000,Unpaid,,Cash,High Risk
P002862,STU0481,S01,75000,75000,0,Paid,2023-01-23,Bank,No Risk
P002863,STU0481,S07,68000,51000,17000,Partial,2025-02-14,Mobile Banking,Moderate Risk
P002864,STU0482,S04,60000,60000,0,Paid,2024-01-10,Bank,No Risk
P002865,STU0482,S02,52000,26000,26000,Partial,2023-05-06,Mobile Banking,High Risk
