AttendanceID,EnrollmentID,AttendanceDate,AttendanceStatus,ClassType,ClassDuration
A0008259,E006963,2025-07-04,Present,Tutorial,1.5
A0008260,E006963,2025-07-02,Present,Lab,3.0
A0008261,E006963,2025-08-05,Present,Lab,3.0
A0008262,E011279,2024-08-06,Absent,Lecture,3.0
A0008263,E011279,2024-05-26,Absent,Lab,3.0
A0008264,E011279,2024-06-05,Present,Lecture,1.5
A0008265,E011279,2024-07-10,Present,Lab,1.0
A0008266,E011279,2024-05-16,Present,Lecture,1.5
A0008267,E011968,2025-10-23,Present,Tutorial,2.0
A0008268,E011968,2025-11-29,Absent,Lab,2.0
A0008269,E011968,2025-10-26,Present,Lab,3.0
A0008270,E011968,2025-12-05,Absent,Tutorial,3.0
A0008271,E011968,2025-12-10,Present,Lecture,3.0
A0008272,E011968,2025-09-08,Present,Lecture,1.5
A0008273,E011968,2025-09-01,Absent,Lecture,1.0
A0008274,E011968,2025-10-08,Present,Lab,1.5
A0008275,E005620,2023-06-28,Absent,Lecture,1.0
A0008276,E005620,2023-07-25,Present,Lecture,2.0
A0008277,E005620,2023-07-19,Present,Tutorial,2.0
A0008278,E005620,2023-05-23,Absent,Tutorial,2.0
A0008279,E005620,2023-07-11,Absent,Lecture,1.0
A0008280,E005620,2023-07-19,Late,Lecture,1.0
A0008281,E005620,2023-05-20,Present,Lecture,2.0
A0008282,E005620,2023-07-14,Absent,Lecture,1.5
A0008283,E004185,2023-02-18,Present,Tutorial,2.0
A0008284,E004185,2023-02-13,Present,Tutorial,1.0
A0008285,E004185,2023-02-05,Present,Lab,1.5
A0008286,E004185,2023-03-30,Present,Tutorial,1.0
A0008287,E004185,2023-02-09,Present,Tutorial,2.0
A0008288,E004185,2023-01-06,Absent,Lab,1.0
A0008289,E004185,2023-01-16,Late,Lab,1.5
A0008290,E007278,2024-03-29,Absent,Lab,2.0
A0008291,E007278,2024-03-27,Present,Tutorial,3.0
A0008292,E007278,2024-01-23,Present,Lab,1.5
A0008293,E007278,2024-03-05,Late,Tutorial,1.5
A0008294,E007278,2024-03-18,Present,Tutorial,2.0
A0008295,E007278,2024-03-18,Present,Tutorial,2.0
A0008296,E012189,2023-01-17,Absent,Lab,1.0
A0008297,E012189,2023-03-29,Absent,Tutorial,1.0
A0008298,E012189,2023-02-03,Absent,Tutorial,3.0
A0008299,E012189,2023-03-30,Late,Tutorial,3.0
A0008300,E012189,2023-02-08,Absent,Lecture,3.0
A0008301,E001076,2024-10-30,Present,Lecture,1.0
A0008302,E001076,2024-10-13,Absent,Lab,1.0
A0008303,E001076,2024-10-10,Present,Lab,1.0
A0008304,E001076,2024-11-25,Present,Tutorial,3.0
A0008305,E001076,2024-11-07,Present,Lab,1.5
A0008306,E001076,2024-10-18,Absent,Lecture,2.0
A0008307,E008926,2025-05-18,Present,Lecture,2.0
A0008308,E008926,2025-05-08,Present,Tutorial,2.0
A0008309,E008926,2025-08-02,Absent,Tutorial,1.0
A0008310,E008926,2025-07-19,Present,Lab,1.0
A0008311,E008926,2025-06-12,Present,Lecture,3.0
A0008312,E008926,2025-05-10,Present,Tutorial,3.0
A0008313,E008926,2025-08-04,Present,Tutorial,1.0
A0008314,E008926,2025-05-20,Present,Lab,1.5
A0008315,E004686,2023-02-27,Absent,Tutorial,1.5
A0008316,E004686,2023-03-14,Present,Tutorial,1.5
A0008317,E004686,2023-02-01,Absent,Tutorial,1.0
A0008318,E004686,2023-03-22,Present,Lecture,3.0
A0008319,E004686,2023-01-30,Absent,Lab,2.0
A0008320,E004686,2023-01-31,Present,Lecture,1.5
A0008321,E004686,2023-01-22,Present,Tutorial,1.0
A0008322,E004686,2023-02-22,Present,Tutorial,1.0
A0008323,E009922,2025-03-09,Present,Lab,1.0
A0008324,E009922,2025-01-29,Late,Tutorial,1.5
A0008325,E009922,2025-02-08,Present,Tutorial,1.0
A0008326,E009922,2025-03-03,Present,Tutorial,1.0
A0008327,E009922,2025-03-22,Present,Lab,3.0
A0008328,E009922,2025-01-30,Present,Lecture,1.0
A0008329,E012348,2025-07-04,Present,Tutorial,2.0
A0008330,E012348,2025-06-18,Present,Lab,1.0
A0008331,E012348,2025-06-10,Present,Lab,1.0
A0008332,E012348,2025-06-14,Present,Tutorial,1.5
A0008333,E012348,2025-06-08,Present,Lab,1.0
A0008334,E012348,2025-07-28,Present,Lecture,2.0
A0008335,E012348,2025-07-26,Present,Lab,2.0
A0008336,E009993,2024-12-04,Present,Lecture,3.0
A0008337,E009993,2024-10-15,Present,Lab,2.0
A0008338,E009993,2024-09-20,Present,Lecture,2.0
A0008339,E009993,2024-11-29,Absent,Tutorial,2.0
A0008340,E009993,2024-11-16,Present,Lecture,1.0
A0008341,E009993,2024-09-21,Present,Lab,3.0
A0008342,E009993,2024-11-26,Present,Lecture,1.0
A0008343,E009993,2024-09-19,Absent,Lecture,3.0
A0008344,E002215,2024-01-15,Present,Lab,1.5
A0008345,E002215,2024-02-25,Present,Tutorial,1.0
A0008346,E002215,2024-03-08,Present,Lab,1.0
A0008347,E002215,2024-03-03,Excused,Lecture,1.0
A0008348,E002215,2024-03-18,Present,Tutorial,1.0
A0008349,E012351,2025-05-04,Present,Lab,1.5
A0008350,E012351,2025-05-26,Absent,Lecture,2.0
A0008351,E012351,2025-07-24,Present,Tutorial,1.5
A0008352,E012351,2025-05-09,Present,Lab,3.0
A0008353,E012351,2025-05-21,Present,Tutorial,2.0
A0008354,E012351,2025-07-30,Present,Lab,2.0
A0008355,E012351,2025-07-01,Present,Tutorial,2.0
A0008356,E002328,2026-01-08,Present,Lab,2.0
A0008357,E002328,2026-01-20,Present,Lab,2.0
A0008358,E002328,2026-03-13,Present,Tutorial,2.0
A0008359,E002328,2026-03-30,Present,Lecture,2.0
A0008360,E002328,2026-03-16,Present,Lecture,1.0
A0008361,E002328,2026-03-24,Present,Tutorial,3.0
A0008362,E002328,2026-01-31,Present,Lecture,2.0
A0008363,E002328,2026-01-28,Present,Lab,1.0
A0008364,E011225,2025-08-01,Present,Lecture,1.0
A0008365,E011225,2025-08-02,Present,Tutorial,1.0
A0008366,E011225,2025-08-02,Late,Lab,3.0
A0008367,E011225,2025-06-05,Late,Lab,1.5
A0008368,E011225,2025-06-02,Absent,Lab,2.0
A0008369,E011225,2025-05-11,Present,Lab,3.0
A0008370,E003717,2024-11-29,Absent,Lecture,1.0
A0008371,E003717,2024-11-01,Absent,Tutorial,3.0
A0008372,E003717,2024-10-02,Present,Tutorial,1.0
A0008373,E003717,2024-11-24,Absent,Tutorial,3.0
A0008374,E003717,2024-09-10,Present,Lab,2.0
A0008375,E003717,2024-10-25,Present,Lab,1.0
A0008376,E003717,2024-11-13,Present,Tutorial,1.5
A0008377,E011518,2024-04-01,Present,Tutorial,3.0
A0008378,E011518,2024-03-20,Present,Lecture,1.0
A0008379,E011518,2024-01-25,Present,Lecture,2.0
A0008380,E011518,2024-03-09,Present,Tutorial,3.0
A0008381,E011518,2024-01-19,Absent,Lecture,1.0
A0008382,E000130,2024-10-09,Present,Lab,3.0
A0008383,E000130,2024-11-23,Present,Lecture,2.0
A0008384,E000130,2024-11-08,Present,Tutorial,1.0
A0008385,E000130,2024-11-12,Present,Lab,3.0
A0008386,E000130,2024-09-10,Present,Tutorial,1.5
A0008387,E009286,2023-05-31,Present,Lab,1.5
A0008388,E009286,2023-06-02,Late,Lecture,1.5
A0008389,E009286,2023-06-19,Present,Lab,1.5
A0008390,E009286,2023-06-04,Absent,Lecture,2.0
A0008391,E009286,2023-06-10,Late,Tutorial,3.0
A0008392,E009286,2023-06-20,Present,Tutorial,1.0
A0008393,E009286,2023-08-02,Present,Tutorial,3.0
A0008394,E011206,2025-02-04,Present,Tutorial,2.0
A0008395,E011206,2025-02-14,Present,Lab,1.5
A0008396,E011206,2025-01-28,Present,Lab,1.5
A0008397,E011206,2025-02-13,Present,Tutorial,3.0
A0008398,E011206,2025-03-26,Absent,Lecture,1.0
A0008399,E011206,2025-02-26,Present,Lecture,1.5
A0008400,E011419,2026-03-29,Present,Lecture,1.5
A0008401,E011419,2026-01-14,Present,Lab,2.0
A0008402,E011419,2026-01-23,Present,Tutorial,3.0
A0008403,E011419,2026-02-06,Present,Tutorial,2.0
A0008404,E011419,2026-03-08,Present,Lecture,2.0
A0008405,E011419,2026-01-17,Present,Lecture,3.0
A0008406,E011419,2026-03-15,Present,Lecture,1.5
A0008407,E003153,2026-06-06,Present,Tutorial,1.5
A0008408,E003153,2026-06-12,Present,Lecture,2.0
A0008409,E003153,2026-07-26,Absent,Lab,1.5
A0008410,E003153,2026-06-14,Present,Lab,2.0
A0008411,E003153,2026-08-02,Present,Lecture,2.0
A0008412,E003153,2026-05-10,Present,Lecture,3.0
A0008413,E002289,2025-02-11,Present,Tutorial,2.0
A0008414,E002289,2025-02-15,Present,Lecture,1.0
A0008415,E002289,2025-01-10,Late,Tutorial,1.0
A0008416,E002289,2025-04-06,Present,Tutorial,1.0
A0008417,E002289,2025-02-16,Present,Tutorial,3.0
A0008418,E002289,2025-02-13,Late,Lab,3.0
A0008419,E002289,2025-03-14,Present,Tutorial,1.5
A0008420,E002289,2025-03-24,Present,Lab,1.5
A0008421,E000532,2023-04-02,Present,Tutorial,3.0
A0008422,E000532,2023-01-30,Present,Tutorial,1.0
A0008423,E000532,2023-02-21,Absent,Tutorial,3.0
A0008424,E000532,2023-03-07,Present,Lecture,2.0
A0008425,E000532,2023-03-03,Present,Lab,1.0
A0008426,E000903,2023-10-26,Present,Tutorial,1.0
A0008427,E000903,2023-11-18,Present,Lecture,1.5
A0008428,E000903,2023-10-14,Present,Lab,1.0
A0008429,E000903,2023-11-09,Present,Tutorial,1.5
A0008430,E000903,2023-09-10,Present,Tutorial,1.5
A0008431,E000903,2023-10-10,Present,Lab,1.5
A0008432,E000903,2023-10-12,Present,Lecture,1.5
A0008433,E001141,2026-05-31,Present,Tutorial,1.0
A0008434,E001141,2026-05-13,Present,Lecture,3.0
A0008435,E001141,2026-07-17,Present,Lecture,2.0
A0008436,E001141,2026-06-02,Present,Lecture,1.0
A0008437,E001141,2026-06-09,Late,Tutorial,1.5
A0008438,E001141,2026-07-01,Present,Lab,1.0
A0008439,E003860,2025-10-21,Present,Lab,2.0
A0008440,E003860,2025-11-23,Present,Lab,2.0
A0008441,E003860,2025-10-03,Present,Tutorial,1.5
A0008442,E003860,2025-10-10,Present,Tutorial,2.0
A0008443,E003860,2025-10-16,Excused,Lecture,1.0
A0008444,E003860,2025-11-19,Present,Lecture,3.0
A0008445,E003860,2025-12-05,Present,Tutorial,1.0
A0008446,E004612,2023-02-23,Present,Lab,1.0
A0008447,E004612,2023-04-09,Present,Lecture,1.0
A0008448,E004612,2023-02-08,Present,Lecture,2.0
A0008449,E004612,2023-03-10,Present,Lecture,1.5
A0008450,E004612,2023-01-07,Present,Tutorial,3.0
A0008451,E004612,2023-01-25,Present,Lecture,1.0
A0008452,E004612,2023-01-08,Present,Tutorial,3.0
A0008453,E009994,2024-10-12,Present,Lab,1.0
A0008454,E009994,2024-10-26,Present,Tutorial,1.0
A0008455,E009994,2024-12-05,Present,Tutorial,1.5
A0008456,E009994,2024-11-23,Present,Lecture,1.5
A0008457,E009994,2024-09-22,Present,Lab,2.0
A0008458,E012101,2023-10-04,Present,Lab,3.0
A0008459,E012101,2023-11-30,Present,Lab,2.0
A0008460,E012101,2023-11-25,Present,Tutorial,1.5
A0008461,E012101,2023-11-05,Absent,Lab,1.0
A0008462,E012101,2023-10-02,Present,Tutorial,1.5
A0008463,E003507,2025-05-12,Present,Lecture,1.0
A0008464,E003507,2025-07-01,Absent,Lecture,2.0
A0008465,E003507,2025-07-30,Present,Tutorial,1.5
A0008466,E003507,2025-06-16,Present,Lecture,1.0
A0008467,E003507,2025-08-08,Present,Tutorial,1.5
A0008468,E003507,2025-07-20,Late,Lab,2.0
A0008469,E000375,2026-04-03,Present,Lab,1.5
A0008470,E000375,2026-01-28,Absent,Lab,1.0
A0008471,E000375,2026-03-17,Present,Lecture,1.5
A0008472,E000375,2026-04-03,Present,Lecture,2.0
A0008473,E000375,2026-01-31,Present,Lab,1.0
A0008474,E001177,2023-06-25,Present,Lab,3.0
A0008475,E001177,2023-05-29,Present,Tutorial,1.5
A0008476,E001177,2023-08-08,Present,Lab,1.0
A0008477,E001177,2023-07-05,Present,Tutorial,3.0
A0008478,E001177,2023-08-06,Present,Lecture,1.5
A0008479,E001177,2023-05-05,Present,Tutorial,1.5
A0008480,E001177,2023-08-06,Present,Lecture,2.0
A0008481,E002428,2024-03-13,Present,Lab,1.0
A0008482,E002428,2024-03-29,Present,Lecture,2.0
A0008483,E002428,2024-02-11,Present,Lecture,1.0
A0008484,E002428,2024-03-01,Present,Lab,1.5
A0008485,E002428,2024-04-03,Present,Lecture,1.5
A0008486,E002428,2024-03-25,Present,Lab,1.0
A0008487,E011578,2026-04-07,Absent,Lab,2.0
A0008488,E011578,2026-03-15,Present,Tutorial,2.0
A0008489,E011578,2026-03-03,Present,Tutorial,1.0
A0008490,E011578,2026-01-15,Absent,Lecture,1.0
A0008491,E011578,2026-01-01,Present,Tutorial,2.0
A0008492,E011578,2026-02-18,Absent,Lab,2.0
A0008493,E002874,2026-01-24,Present,Lab,1.0
A0008494,E002874,2026-01-11,Present,Lecture,1.5
A0008495,E002874,2026-02-15,Present,Lab,2.0
A0008496,E002874,2026-03-19,Present,Lecture,1.0
A0008497,E002874,2026-01-09,Present,Lab,3.0
A0008498,E010995,2025-07-31,Present,Lab,1.0
A0008499,E010995,2025-06-29,Late,Lecture,3.0
A0008500,E010995,2025-06-03,Present,Tutorial,1.5
A0008501,E010995,2025-05-30,Late,Lab,2.0
A0008502,E010995,2025-07-29,Present,Tutorial,3.0
A0008503,E000964,2026-03-30,Present,Lecture,1.0
A0008504,E000964,2026-01-17,Present,Tutorial,2.0
A0008505,E000964,2026-03-05,Present,Tutorial,1.0
A0008506,E000964,2026-01-14,Present,Lecture,3.0
A0008507,E000964,2026-04-09,Present,Tutorial,1.0
A0008508,E000964,2026-03-07,Present,Lab,1.5
A0008509,E000964,2026-01-07,Absent,Tutorial,1.5
A0008510,E004060,2025-01-31,Present,Tutorial,1.0
A0008511,E004060,2025-02-20,Present,Lab,1.0
A0008512,E004060,2025-01-24,Absent,Lecture,2.0
A0008513,E004060,2025-01-24,Present,Tutorial,1.5
A0008514,E004060,2025-01-13,Present,Tutorial,2.0
A0008515,E004060,2025-02-07,Present,Lecture,3.0
A0008516,E006093,2024-02-29,Present,Tutorial,3.0
A0008517,E006093,2024-02-11,Present,Tutorial,1.5
A0008518,E006093,2024-01-22,Present,Lecture,1.5
A0008519,E006093,2024-03-16,Present,Lab,2.0
A0008520,E006093,2024-01-05,Excused,Tutorial,1.0
A0008521,E011020,2024-11-14,Present,Lecture,1.5
A0008522,E011020,2024-09-09,Present,Lab,3.0
A0008523,E011020,2024-09-25,Present,Tutorial,2.0
A0008524,E011020,2024-11-25,Late,Tutorial,1.0
A0008525,E011020,2024-10-03,Present,Lab,1.5
A0008526,E011020,2024-09-16,Present,Tutorial,1.5
A0008527,E005225,2025-03-02,Present,Tutorial,2.0
A0008528,E005225,2025-02-16,Present,Lecture,1.0
A0008529,E005225,2025-01-09,Absent,Lecture,1.5
A0008530,E005225,2025-01-31,Present,Lecture,2.0
A0008531,E005225,2025-01-27,Present,Lecture,1.0
A0008532,E005225,2025-02-02,Present,Tutorial,2.0
A0008533,E005225,2025-01-18,Present,Lab,1.5
A0008534,E004107,2025-10-20,Present,Lecture,1.0
A0008535,E004107,2025-11-08,Present,Lecture,3.0
A0008536,E004107,2025-09-02,Late,Lab,1.0
A0008537,E004107,2025-09-18,Excused,Lecture,2.0
A0008538,E004107,2025-10-31,Present,Tutorial,1.5
A0008539,E004107,2025-09-11,Present,Lab,3.0
A0008540,E004107,2025-10-18,Present,Tutorial,1.5
A0008541,E004107,2025-11-30,Present,Tutorial,1.0
A0008542,E001614,2024-01-09,Late,Tutorial,1.5
A0008543,E001614,2024-02-20,Late,Lab,1.0
A0008544,E001614,2024-01-08,Present,Lecture,1.5
A0008545,E001614,2024-03-10,Present,Lab,1.5
A0008546,E001614,2024-04-06,Present,Lecture,3.0
A0008547,E001614,2024-03-21,Present,Tutorial,1.0
A0008548,E005349,2026-01-22,Present,Tutorial,2.0
A0008549,E005349,2026-01-19,Present,Lab,3.0
A0008550,E005349,2026-01-29,Present,Lecture,1.5
A0008551,E005349,2026-01-02,Absent,Lab,1.5
A0008552,E005349,2026-04-10,Present,Lecture,1.5
A0008553,E000401,2023-07-04,Present,Tutorial,1.5
A0008554,E000401,2023-06-29,Absent,Lecture,1.5
A0008555,E000401,2023-06-04,Absent,Tutorial,1.5
A0008556,E000401,2023-08-09,Present,Lecture,3.0
A0008557,E000401,2023-05-01,Absent,Lecture,2.0
A0008558,E000401,2023-05-12,Present,Lecture,3.0
A0008559,E009852,2025-04-11,Present,Tutorial,1.0
A0008560,E009852,2025-03-03,Present,Tutorial,2.0
A0008561,E009852,2025-03-28,Present,Lecture,2.0
A0008562,E009852,2025-02-25,Present,Tutorial,3.0
A0008563,E009852,2025-03-16,Present,Tutorial,1.0
A0008564,E007801,2024-11-09,Absent,Lecture,1.5
A0008565,E007801,2024-10-06,Present,Lab,3.0
A0008566,E007801,2024-12-07,Present,Lab,1.0
A0008567,E007801,2024-11-28,Present,Tutorial,1.0
A0008568,E007801,2024-10-05,Absent,Tutorial,1.5
A0008569,E007801,2024-09-25,Absent,Tutorial,2.0
A0008570,E000189,2026-01-29,Absent,Tutorial,1.5
A0008571,E000189,2026-01-31,Absent,Lecture,3.0
A0008572,E000189,2026-02-04,Present,Lab,1.0
A0008573,E000189,2026-02-05,Present,Tutorial,1.5
A0008574,E000189,2026-02-16,Absent,Lecture,1.5
A0008575,E000189,2026-01-26,Present,Lab,1.5
A0008576,E000189,2026-01-19,Present,Lecture,2.0
A0008577,E000189,2026-03-02,Present,Lecture,1.5
A0008578,E007780,2023-05-26,Absent,Tutorial,1.0
A0008579,E007780,2023-07-02,Present,Lab,1.0
A0008580,E007780,2023-05-29,Present,Tutorial,2.0
A0008581,E007780,2023-08-09,Absent,Tutorial,3.0
A0008582,E007780,2023-06-27,Present,Lab,1.5
A0008583,E007780,2023-07-27,Absent,Tutorial,2.0
A0008584,E007780,2023-05-19,Present,Tutorial,1.0
A0008585,E007780,2023-06-14,Present,Lab,1.5
A0008586,E002849,2023-01-10,Present,Tutorial,3.0
A0008587,E002849,2023-01-02,Present,Tutorial,2.0
A0008588,E002849,2023-01-30,Present,Lecture,2.0
A0008589,E002849,2023-01-24,Present,Tutorial,2.0
A0008590,E002849,2023-03-14,Present,Lab,1.0
A0008591,E002849,2023-01-13,Present,Lecture,2.0
A0008592,E011625,2025-09-01,Present,Tutorial,1.0
A0008593,E011625,2025-09-23,Present,Lab,1.0
A0008594,E011625,2025-10-24,Present,Tutorial,3.0
A0008595,E011625,2025-11-20,Excused,Tutorial,2.0
A0008596,E011625,2025-11-13,Present,Lecture,1.5
A0008597,E008830,2025-11-17,Present,Tutorial,1.5
A0008598,E008830,2025-11-01,Present,Lecture,2.0
A0008599,E008830,2025-09-09,Present,Lecture,2.0
A0008600,E008830,2025-11-19,Present,Tutorial,2.0
A0008601,E008830,2025-09-01,Present,Tutorial,1.5
A0008602,E008830,2025-11-16,Present,Tutorial,1.5
A0008603,E008830,2025-11-04,Present,Lab,1.0
A0008604,E008830,2025-10-02,Present,Tutorial,3.0
A0008605,E011391,2024-06-27,Present,Lab,1.5
A0008606,E011391,2024-06-08,Present,Lecture,3.0
A0008607,E011391,2024-05-14,Present,Tutorial,1.5
A0008608,E011391,2024-05-19,Present,Lecture,1.0
A0008609,E011391,2024-06-09,Absent,Lab,3.0
A0008610,E011391,2024-08-02,Absent,Lab,1.0
A0008611,E011391,2024-06-21,Present,Tutorial,2.0
A0008612,E001832,2023-02-27,Excused,Lecture,3.0
A0008613,E001832,2023-03-05,Present,Tutorial,1.0
A0008614,E001832,2023-03-22,Present,Lecture,1.0
A0008615,E001832,2023-03-16,Absent,Lab,3.0
A0008616,E001832,2023-01-03,Present,Lecture,1.0
A0008617,E001832,2023-01-20,Absent,Lecture,1.5
A0008618,E001832,2023-03-21,Absent,Tutorial,1.5
A0008619,E005066,2025-11-24,Present,Lecture,1.5
A0008620,E005066,2025-09-14,Present,Lab,3.0
A0008621,E005066,2025-11-10,Present,Lab,2.0
A0008622,E005066,2025-10-09,Present,Tutorial,1.0
A0008623,E005066,2025-11-21,Present,Lecture,1.0
A0008624,E004135,2023-06-16,Present,Lecture,1.0
A0008625,E004135,2023-07-19,Present,Lecture,2.0
A0008626,E004135,2023-05-05,Present,Lecture,3.0
A0008627,E004135,2023-05-10,Present,Lab,2.0
A0008628,E004135,2023-07-28,Present,Lab,1.5
A0008629,E004135,2023-06-29,Absent,Lab,3.0
A0008630,E012277,2024-03-23,Present,Lab,1.5
A0008631,E012277,2024-03-26,Present,Lecture,3.0
A0008632,E012277,2024-02-21,Present,Lab,3.0
A0008633,E012277,2024-01-26,Present,Tutorial,2.0
A0008634,E012277,2024-02-05,Present,Lecture,3.0
A0008635,E012277,2024-03-31,Present,Lecture,1.0
A0008636,E012277,2024-02-03,Present,Lecture,1.5
A0008637,E008353,2023-03-09,Present,Lecture,2.0
A0008638,E008353,2023-03-01,Present,Lab,3.0
A0008639,E008353,2023-01-22,Present,Lab,1.5
A0008640,E008353,2023-02-24,Present,Lecture,1.5
A0008641,E008353,2023-01-18,Present,Lab,1.0
A0008642,E008032,2025-01-19,Present,Lecture,2.0
A0008643,E008032,2025-03-13,Present,Lecture,1.0
A0008644,E008032,2025-02-16,Present,Lecture,3.0
A0008645,E008032,2025-03-29,Present,Lecture,2.0
A0008646,E008032,2025-03-03,Present,Tutorial,2.0
A0008647,E008032,2025-03-23,Excused,Lab,3.0
A0008648,E008032,2025-02-28,Present,Tutorial,2.0
A0008649,E008032,2025-03-21,Present,Lecture,2.0
A0008650,E000963,2025-03-20,Present,Lecture,1.0
A0008651,E000963,2025-01-05,Present,Lab,3.0
A0008652,E000963,2025-01-17,Present,Lecture,1.5
A0008653,E000963,2025-02-15,Present,Lab,3.0
A0008654,E000963,2025-01-29,Present,Lab,2.0
A0008655,E005777,2023-12-03,Absent,Tutorial,2.0
A0008656,E005777,2023-10-06,Late,Lab,3.0
A0008657,E005777,2023-09-29,Present,Lab,1.0
A0008658,E005777,2023-10-21,Present,Lab,3.0
A0008659,E005777,2023-11-29,Present,Lecture,1.0
A0008660,E005777,2023-10-23,Present,Lab,3.0
A0008661,E005777,2023-11-27,Present,Tutorial,1.0
A0008662,E005777,2023-11-10,Present,Tutorial,1.0
A0008663,E008744,2023-10-18,Present,Lab,3.0
A0008664,E008744,2023-10-17,Present,Lab,2.0
A0008665,E008744,2023-10-04,Present,Lab,2.0
A0008666,E008744,2023-10-04,Present,Tutorial,2.0
A0008667,E008744,2023-12-04,Present,Lab,2.0
A0008668,E007665,2023-08-09,Late,Lab,2.0
A0008669,E007665,2023-06-19,Present,Tutorial,3.0
A0008670,E007665,2023-07-18,Present,Lecture,1.5
A0008671,E007665,2023-07-23,Present,Tutorial,2.0
A0008672,E007665,2023-05-17,Late,Tutorial,1.0
A0008673,E010440,2024-11-28,Present,Lecture,1.5
A0008674,E010440,2024-09-18,Present,Lecture,3.0
A0008675,E010440,2024-10-18,Present,Tutorial,1.5
A0008676,E010440,2024-11-04,Present,Lab,3.0
A0008677,E010440,2024-10-03,Present,Lecture,3.0
A0008678,E010440,2024-10-04,Present,Lab,3.0
A0008679,E010440,2024-09-28,Present,Lab,1.5
A0008680,E010440,2024-09-05,Present,Lab,2.0
A0008681,E007784,2025-11-03,Present,Lecture,2.0
A0008682,E007784,2025-09-09,Present,Lecture,2.0
A0008683,E007784,2025-10-25,Present,Lab,1.0
A0008684,E007784,2025-09-06,Present,Lecture,2.0
A0008685,E007784,2025-10-20,Present,Tutorial,2.0
A0008686,E007784,2025-09-25,Absent,Lab,1.5
A0008687,E008113,2023-06-15,Absent,Lab,2.0
A0008688,E008113,2023-06-05,Absent,Lab,3.0
A0008689,E008113,2023-08-03,Present,Lecture,1.5
A0008690,E008113,2023-06-24,Present,Tutorial,2.0
A0008691,E008113,2023-05-03,Late,Lecture,1.5
A0008692,E008113,2023-05-24,Present,Lab,2.0
A0008693,E006263,2025-06-03,Present,Tutorial,2.0
A0008694,E006263,2025-05-13,Present,Lab,1.0
A0008695,E006263,2025-06-05,Absent,Lecture,2.0
A0008696,E006263,2025-05-14,Excused,Tutorial,1.5
A0008697,E006263,2025-05-07,Present,Tutorial,1.0
A0008698,E006263,2025-08-03,Present,Lab,3.0
A0008699,E006263,2025-05-09,Present,Lecture,1.5
A0008700,E006263,2025-06-23,Late,Lab,1.0
A0008701,E005309,2023-05-17,Present,Tutorial,1.5
A0008702,E005309,2023-06-07,Present,Lecture,1.5
A0008703,E005309,2023-07-09,Present,Lecture,1.5
A0008704,E005309,2023-06-01,Present,Lecture,3.0
A0008705,E005309,2023-07-23,Present,Lecture,1.0
A0008706,E005309,2023-08-07,Present,Lecture,3.0
A0008707,E005309,2023-07-08,Present,Tutorial,1.0
A0008708,E005309,2023-07-14,Absent,Lab,1.5
A0008709,E002009,2025-02-24,Present,Tutorial,1.5
A0008710,E002009,2025-01-19,Present,Lab,2.0
A0008711,E002009,2025-01-13,Late,Tutorial,1.0
A0008712,E002009,2025-04-05,Present,Lecture,2.0
A0008713,E002009,2025-03-27,Excused,Lecture,3.0
A0008714,E002009,2025-01-07,Present,Lecture,1.5
A0008715,E002009,2025-02-14,Present,Tutorial,3.0
A0008716,E001173,2023-11-26,Present,Tutorial,3.0
A0008717,E001173,2023-11-10,Present,Lecture,1.0
A0008718,E001173,2023-09-09,Present,Lab,3.0
A0008719,E001173,2023-11-30,Present,Lecture,1.0
A0008720,E001173,2023-12-08,Present,Lecture,1.0
A0008721,E001173,2023-10-20,Present,Lecture,2.0
A0008722,E001173,2023-11-11,Present,Lab,2.0
A0008723,E001173,2023-09-23,Present,Tutorial,3.0
A0008724,E010039,2026-01-08,Present,Lecture,3.0
A0008725,E010039,2026-03-07,Late,Lab,2.0
A0008726,E010039,2026-03-12,Present,Lab,3.0
A0008727,E010039,2026-03-08,Present,Lab,3.0
A0008728,E010039,2026-01-02,Present,Tutorial,2.0
A0008729,E010039,2026-03-25,Present,Lab,1.0
A0008730,E010039,2026-03-26,Present,Lecture,3.0
A0008731,E001499,2025-02-04,Present,Tutorial,3.0
A0008732,E001499,2025-04-10,Present,Lab,1.0
A0008733,E001499,2025-02-27,Present,Tutorial,1.0
A0008734,E001499,2025-02-23,Present,Tutorial,3.0
A0008735,E001499,2025-01-06,Present,Lab,3.0
A0008736,E001499,2025-01-17,Present,Tutorial,1.0
A0008737,E012034,2025-10-06,Present,Tutorial,1.5
A0008738,E012034,2025-11-29,Present,Lecture,3.0
A0008739,E012034,2025-10-06,Present,Lab,3.0
A0008740,E012034,2025-09-02,Present,Lecture,2.0
A0008741,E012034,2025-09-10,Present,Tutorial,3.0
A0008742,E012034,2025-11-21,Present,Lab,3.0
A0008743,E012034,2025-12-02,Present,Lab,2.0
A0008744,E008122,2025-09-29,Present,Tutorial,2.0
A0008745,E008122,2025-09-16,Present,Lab,3.0
A0008746,E008122,2025-10-16,Present,Tutorial,2.0
A0008747,E008122,2025-10-14,Present,Lecture,1.5
A0008748,E008122,2025-12-02,Present,Lab,2.0
A0008749,E008122,2025-11-30,Present,Lab,1.0
A0008750,E008122,2025-11-05,Present,Tutorial,1.0
A0008751,E008122,2025-10-14,Present,Lecture,1.5
A0008752,E009549,2023-09-20,Present,Lecture,2.0
A0008753,E009549,2023-09-29,Present,Lecture,2.0
