EnrollmentID,StudentID,CourseID,SemesterID,FacultyID,EnrollmentDate,EnrollmentStatus,FinalMark,LetterGrade,GradePoint,AttendancePercentage,PassedStatus
E004864,STU0174,C044,S11,F043,2026-05-04,Completed,67.8,B+,3.25,92.5,Passed
E004865,STU0174,C021,S04,F045,2024-01-19,Completed,63.3,B,3.0,78.5,Passed
E004866,STU0174,C020,S04,F020,2024-01-20,Withdrawn,66.4,B+,3.25,75.2,Passed
E004867,STU0174,C045,S04,F045,2024-01-04,Completed,95.4,A+,4.0,84.0,Passed
E004868,STU0174,C009,S03,F023,2023-09-17,Completed,70.2,A-,3.5,88.7,Passed
E004869,STU0174,C020,S03,F020,2023-09-13,Withdrawn,72.9,A-,3.5,73.3,Passed
E004870,STU0174,C045,S03,F035,2023-09-05,Completed,50.4,C+,2.5,88.0,Passed
E004871,STU0174,C046,S03,F020,2023-09-11,Enrolled,88.9,A+,4.0,73.1,Passed
E004872,STU0174,C013,S02,F001,2023-05-05,Enrolled,69.2,B+,3.25,89.0,Passed
E004873,STU0174,C044,S02,F020,2023-05-13,Completed,51.5,C+,2.5,100.0,Passed
E004874,STU0174,C046,S02,F023,2023-05-18,Completed,100.0,A+,4.0,83.2,Passed
E004875,STU0174,C009,S09,F035,2025-09-17,Completed,46.8,C,2.25,92.1,Passed
E004876,STU0174,C021,S09,F001,2025-09-08,Completed,67.9,B+,3.25,82.7,Passed
E004877,STU0174,C013,S09,F020,2025-09-13,Completed,49.7,C,2.25,83.7,Passed
E004878,STU0174,C046,S07,F035,2025-01-13,Completed,77.5,A,3.75,92.7,Passed
E004879,STU0174,C020,S07,F045,2025-01-09,Completed,50.4,C+,2.5,61.4,Passed
E004880,STU0174,C045,S07,F020,2025-01-14,Completed,74.5,A-,3.5,74.8,Passed
E004881,STU0174,C013,S07,F001,2025-01-14,Completed,65.4,B+,3.25,86.1,Passed
E004882,STU0174,C044,S07,F035,2025-01-09,Completed,70.0,A-,3.5,74.8,Passed
E004883,STU0174,C021,S01,F043,2023-01-20,Enrolled,73.4,A-,3.5,75.6,Passed
E004884,STU0174,C045,S01,F023,2023-01-09,Enrolled,52.0,C+,2.5,73.1,Passed
E004885,STU0174,C013,S01,F043,2023-01-02,Completed,100.0,A+,4.0,87.8,Passed
E004886,STU0174,C047,S01,F001,2023-01-02,Completed,88.7,A+,4.0,79.3,Passed
E004887,STU0174,C046,S01,F023,2023-01-08,Completed,61.8,B,3.0,100.0,Passed
E004888,STU0174,C045,S08,F035,2025-05-09,Enrolled,90.6,A+,4.0,99.7,Passed
E004889,STU0174,C013,S08,F043,2025-05-17,Withdrawn,92.0,A+,4.0,88.6,Passed
E004890,STU0174,C021,S08,F035,2025-05-20,Completed,52.1,C+,2.5,72.3,Passed
E004891,STU0175,C066,S06,F007,2024-09-01,Completed,89.2,A+,4.0,86.1,Passed
E004892,STU0175,C043,S06,F019,2024-09-20,Completed,72.6,A-,3.5,90.0,Passed
E004893,STU0175,C061,S06,F003,2024-09-07,Enrolled,41.3,D,2.0,91.3,Passed
E004894,STU0175,C012,S06,F036,2024-09-21,Withdrawn,80.7,A+,4.0,94.5,Passed
E004895,STU0175,C022,S06,F007,2024-09-15,Enrolled,71.4,A-,3.5,86.4,Passed
E004896,STU0175,C054,S01,F006,2023-01-03,Withdrawn,88.3,A+,4.0,51.7,Passed
E004897,STU0175,C024,S01,F006,2023-01-09,Completed,76.0,A,3.75,87.6,Passed
E004898,STU0175,C012,S01,F033,2023-01-16,Completed,80.6,A+,4.0,80.4,Passed
E004899,STU0175,C066,S01,F033,2023-01-19,Completed,55.7,B-,2.75,100.0,Passed
E004900,STU0175,C024,S02,F019,2023-05-14,Enrolled,75.5,A,3.75,90.0,Passed
E004901,STU0175,C066,S02,F019,2023-05-21,Completed,100.0,A+,4.0,85.8,Passed
E004902,STU0175,C054,S02,F036,2023-05-06,Completed,80.1,A+,4.0,94.8,Passed
E004903,STU0175,C022,S09,F049,2025-09-06,Completed,53.0,C+,2.5,71.4,Passed
E004904,STU0175,C061,S09,F040,2025-09-06,Completed,58.5,B-,2.75,81.4,Passed
E004905,STU0175,C066,S09,F007,2025-09-13,Completed,54.3,C+,2.5,78.3,Passed
E004906,STU0175,C054,S09,F033,2025-09-04,Completed,77.1,A,3.75,72.1,Passed
E004907,STU0175,C043,S09,F003,2025-09-01,Completed,71.3,A-,3.5,60.3,Passed
E004908,STU0175,C054,S07,F003,2025-01-18,Completed,39.1,F,0.0,100.0,Failed
E004909,STU0175,C066,S07,F040,2025-01-13,Completed,58.8,B-,2.75,81.5,Passed
E004910,STU0175,C061,S07,F049,2025-01-09,Completed,46.3,C,2.25,87.6,Passed
E004911,STU0175,C022,S07,F033,2025-01-01,Enrolled,53.6,C+,2.5,81.7,Passed
E004912,STU0175,C061,S03,F033,2023-09-19,Completed,53.2,C+,2.5,98.0,Passed
E004913,STU0175,C054,S03,F007,2023-09-01,Completed,61.8,B,3.0,89.4,Passed
E004914,STU0175,C043,S03,F019,2023-09-16,Completed,79.8,A,3.75,100.0,Passed
E004915,STU0175,C066,S03,F019,2023-09-17,Completed,90.8,A+,4.0,78.6,Passed
E004916,STU0175,C024,S03,F019,2023-09-15,Enrolled,71.5,A-,3.5,88.8,Passed
E004917,STU0176,C058,S10,F025,2026-01-07,Completed,42.8,D,2.0,88.2,Passed
E004918,STU0176,C019,S10,F025,2026-01-04,Enrolled,42.0,D,2.0,73.1,Passed
E004919,STU0176,C057,S10,F025,2026-01-01,Enrolled,78.9,A,3.75,83.1,Passed
E004920,STU0176,C029,S10,F022,2026-01-04,Completed,69.2,B+,3.25,74.2,Passed
E004921,STU0176,C003,S10,F025,2026-01-05,Enrolled,60.9,B,3.0,69.0,Passed
E004922,STU0176,C001,S02,F022,2023-05-16,Completed,54.4,C+,2.5,77.6,Passed
E004923,STU0176,C007,S02,F025,2023-05-03,Completed,72.9,A-,3.5,86.3,Passed
E004924,STU0176,C029,S02,F022,2023-05-13,Completed,73.1,A-,3.5,95.0,Passed
E004925,STU0176,C019,S02,F022,2023-05-07,Completed,35.8,F,0.0,81.8,Failed
E004926,STU0176,C019,S01,F022,2023-01-19,Completed,83.3,A+,4.0,100.0,Passed
E004927,STU0176,C001,S01,F022,2023-01-17,Withdrawn,55.5,B-,2.75,85.4,Passed
E004928,STU0176,C058,S01,F022,2023-01-14,Completed,67.1,B+,3.25,100.0,Passed
E004929,STU0176,C003,S11,F022,2026-05-03,Completed,69.8,B+,3.25,82.5,Passed
E004930,STU0176,C007,S11,F022,2026-05-04,Completed,76.9,A,3.75,87.7,Passed
E004931,STU0176,C058,S11,F025,2026-05-08,Completed,75.4,A,3.75,84.2,Passed
E004932,STU0176,C007,S09,F022,2025-09-02,Completed,71.2,A-,3.5,100.0,Passed
E004933,STU0176,C058,S09,F025,2025-09-10,Completed,71.0,A-,3.5,74.4,Passed
E004934,STU0176,C057,S09,F025,2025-09-18,Completed,67.4,B+,3.25,88.5,Passed
E004935,STU0176,C019,S09,F022,2025-09-03,Completed,100.0,A+,4.0,72.1,Passed
E004936,STU0176,C001,S04,F022,2024-01-11,Completed,77.0,A,3.75,79.6,Passed
E004937,STU0176,C003,S04,F022,2024-01-10,Withdrawn,83.2,A+,4.0,83.1,Passed
E004938,STU0176,C057,S04,F025,2024-01-02,Completed,75.7,A,3.75,68.6,Passed
E004939,STU0176,C029,S04,F025,2024-01-05,Completed,86.2,A+,4.0,75.5,Passed
E004940,STU0176,C058,S04,F022,2024-01-08,Completed,56.9,B-,2.75,80.4,Passed
E004941,STU0176,C029,S08,F025,2025-05-21,Completed,64.3,B,3.0,69.6,Passed
E004942,STU0176,C019,S08,F022,2025-05-12,Withdrawn,69.6,B+,3.25,60.9,Passed
E004943,STU0176,C001,S08,F025,2025-05-13,Completed,74.6,A-,3.5,91.3,Passed
E004944,STU0176,C057,S08,F022,2025-05-20,Enrolled,72.3,A-,3.5,90.1,Passed
E004945,STU0176,C003,S08,F025,2025-05-07,Completed,64.7,B,3.0,68.0,Passed
E004946,STU0176,C058,S06,F022,2024-09-02,Enrolled,33.6,F,0.0,83.9,Failed
E004947,STU0176,C003,S06,F025,2024-09-14,Completed,91.1,A+,4.0,97.0,Passed
E004948,STU0176,C019,S06,F025,2024-09-21,Completed,62.6,B,3.0,76.4,Passed
E004949,STU0176,C007,S06,F025,2024-09-03,Completed,60.7,B,3.0,83.4,Passed
E004950,STU0176,C029,S06,F022,2024-09-09,Completed,57.7,B-,2.75,61.4,Passed
E004951,STU0176,C058,S05,F025,2024-05-03,Completed,79.3,A,3.75,87.3,Passed
E004952,STU0176,C029,S05,F022,2024-05-19,Enrolled,100.0,A+,4.0,85.2,Passed
E004953,STU0176,C019,S05,F022,2024-05-20,Completed,98.7,A+,4.0,71.6,Passed
E004954,STU0176,C001,S05,F022,2024-05-04,Completed,92.6,A+,4.0,99.1,Passed
E004955,STU0176,C019,S07,F025,2025-01-18,Completed,62.7,B,3.0,89.7,Passed
E004956,STU0176,C003,S07,F025,2025-01-18,Enrolled,72.6,A-,3.5,69.2,Passed
E004957,STU0176,C007,S07,F022,2025-01-05,Completed,72.8,A-,3.5,88.6,Passed
E004958,STU0176,C058,S07,F025,2025-01-04,Completed,70.2,A-,3.5,75.1,Passed
E004959,STU0176,C001,S07,F022,2025-01-08,Completed,66.4,B+,3.25,74.2,Passed
E004960,STU0177,C055,S11,F032,2026-05-09,Completed,88.4,A+,4.0,93.0,Passed
E004961,STU0177,C035,S11,F016,2026-05-17,Completed,89.4,A+,4.0,88.6,Passed
E004962,STU0177,C018,S11,F032,2026-05-03,Enrolled,68.3,B+,3.25,100.0,Passed
E004963,STU0177,C062,S11,F032,2026-05-03,Completed,73.5,A-,3.5,76.4,Passed
E004964,STU0177,C018,S08,F016,2025-05-07,Completed,79.1,A,3.75,78.5,Passed
E004965,STU0177,C035,S08,F016,2025-05-16,Completed,47.5,C,2.25,93.5,Passed
E004966,STU0177,C062,S08,F009,2025-05-04,Completed,89.6,A+,4.0,87.7,Passed
E004967,STU0177,C018,S02,F016,2023-05-03,Withdrawn,37.2,F,0.0,99.6,Failed
E004968,STU0177,C055,S02,F032,2023-05-21,Completed,56.7,B-,2.75,90.3,Passed
E004969,STU0177,C035,S02,F009,2023-05-14,Completed,69.9,B+,3.25,63.5,Passed
E004970,STU0177,C062,S02,F009,2023-05-09,Withdrawn,84.0,A+,4.0,84.1,Passed
E004971,STU0177,C035,S05,F016,2024-05-12,Completed,99.9,A+,4.0,83.1,Passed
E004972,STU0177,C055,S05,F016,2024-05-20,Enrolled,66.8,B+,3.25,85.3,Passed
E004973,STU0177,C018,S05,F009,2024-05-17,Completed,50.5,C+,2.5,80.1,Passed
E004974,STU0177,C062,S05,F016,2024-05-08,Withdrawn,74.5,A-,3.5,80.4,Passed
E004975,STU0177,C055,S06,F016,2024-09-20,Completed,66.6,B+,3.25,70.1,Passed
E004976,STU0177,C018,S06,F032,2024-09-01,Completed,54.0,C+,2.5,94.9,Passed
E004977,STU0177,C062,S06,F009,2024-09-05,Completed,93.8,A+,4.0,100.0,Passed
E004978,STU0177,C035,S06,F016,2024-09-04,Completed,72.1,A-,3.5,79.1,Passed
E004979,STU0177,C035,S03,F009,2023-09-19,Completed,79.6,A,3.75,85.3,Passed
E004980,STU0177,C062,S03,F016,2023-09-11,Completed,46.2,C,2.25,97.7,Passed
E004981,STU0177,C018,S03,F016,2023-09-01,Completed,74.9,A-,3.5,86.6,Passed
E004982,STU0177,C055,S03,F032,2023-09-20,Completed,46.2,C,2.25,78.2,Passed
E004983,STU0177,C035,S10,F009,2026-01-18,Completed,96.6,A+,4.0,79.2,Passed
E004984,STU0177,C055,S10,F032,2026-01-20,Completed,100.0,A+,4.0,64.4,Passed
E004985,STU0177,C062,S10,F032,2026-01-10,Completed,92.5,A+,4.0,97.2,Passed
E004986,STU0177,C018,S10,F016,2026-01-05,Completed,61.8,B,3.0,88.1,Passed
E004987,STU0177,C018,S04,F009,2024-01-11,Completed,62.2,B,3.0,84.7,Passed
E004988,STU0177,C035,S04,F016,2024-01-07,Enrolled,39.8,F,0.0,90.3,Failed
E004989,STU0177,C055,S04,F032,2024-01-10,Enrolled,53.2,C+,2.5,72.3,Passed
E004990,STU0177,C062,S04,F032,2024-01-07,Completed,79.1,A,3.75,78.9,Passed
E004991,STU0177,C035,S07,F009,2025-01-05,Completed,74.0,A-,3.5,60.4,Passed
E004992,STU0177,C062,S07,F032,2025-01-12,Completed,79.5,A,3.75,100.0,Passed
E004993,STU0177,C055,S07,F016,2025-01-13,Completed,79.1,A,3.75,81.4,Passed
E004994,STU0177,C018,S07,F032,2025-01-08,Withdrawn,65.3,B+,3.25,67.9,Passed
E004995,STU0178,C018,S02,F032,2023-05-18,Completed,86.6,A+,4.0,64.5,Passed
E004996,STU0178,C035,S02,F016,2023-05-15,Completed,65.1,B+,3.25,77.8,Passed
E004997,STU0178,C055,S02,F032,2023-05-15,Enrolled,93.3,A+,4.0,76.1,Passed
E004998,STU0178,C062,S10,F009,2026-01-06,Completed,78.6,A,3.75,87.7,Passed
E004999,STU0178,C035,S10,F032,2026-01-07,Withdrawn,96.0,A+,4.0,77.2,Passed
E005000,STU0178,C055,S10,F016,2026-01-13,Completed,54.5,C+,2.5,75.7,Passed
E005001,STU0178,C062,S11,F016,2026-05-15,Enrolled,67.7,B+,3.25,78.5,Passed
E005002,STU0178,C055,S11,F016,2026-05-01,Completed,73.6,A-,3.5,84.4,Passed
E005003,STU0178,C035,S11,F032,2026-05-15,Enrolled,65.3,B+,3.25,88.9,Passed
E005004,STU0178,C018,S11,F009,2026-05-10,Enrolled,78.5,A,3.75,79.2,Passed
E005005,STU0178,C055,S01,F009,2023-01-20,Completed,77.8,A,3.75,84.6,Passed
E005006,STU0178,C035,S01,F009,2023-01-04,Enrolled,62.3,B,3.0,81.0,Passed
E005007,STU0178,C018,S01,F009,2023-01-21,Withdrawn,83.8,A+,4.0,81.7,Passed
E005008,STU0178,C062,S01,F032,2023-01-14,Withdrawn,52.2,C+,2.5,99.8,Passed
E005009,STU0179,C065,S01,F010,2023-01-12,Completed,60.5,B,3.0,75.1,Passed
E005010,STU0179,C038,S01,F030,2023-01-15,Completed,82.6,A+,4.0,100.0,Passed
E005011,STU0179,C059,S01,F048,2023-01-05,Completed,64.3,B,3.0,76.4,Passed
E005012,STU0179,C053,S10,F046,2026-01-15,Completed,77.6,A,3.75,98.4,Passed
E005013,STU0179,C008,S10,F018,2026-01-09,Completed,86.0,A+,4.0,86.1,Passed
E005014,STU0179,C065,S10,F048,2026-01-13,Completed,98.0,A+,4.0,97.7,Passed
E005015,STU0179,C059,S08,F024,2025-05-05,Completed,75.5,A,3.75,96.6,Passed
E005016,STU0179,C053,S08,F012,2025-05-18,Completed,53.2,C+,2.5,79.3,Passed
E005017,STU0179,C065,S08,F012,2025-05-16,Completed,93.6,A+,4.0,78.9,Passed
E005018,STU0179,C008,S08,F012,2025-05-20,Completed,32.3,F,0.0,81.5,Failed
E005019,STU0179,C031,S08,F046,2025-05-15,Completed,68.3,B+,3.25,79.3,Passed
E005020,STU0179,C059,S04,F048,2024-01-05,Completed,62.5,B,3.0,70.5,Passed
E005021,STU0179,C008,S04,F024,2024-01-05,Enrolled,82.7,A+,4.0,88.3,Passed
E005022,STU0179,C038,S04,F024,2024-01-15,Completed,63.9,B,3.0,69.4,Passed
E005023,STU0179,C053,S06,F029,2024-09-06,Completed,91.4,A+,4.0,91.0,Passed
E005024,STU0179,C065,S06,F046,2024-09-13,Completed,47.1,C,2.25,100.0,Passed
E005025,STU0179,C031,S06,F012,2024-09-08,Completed,66.9,B+,3.25,82.2,Passed
E005026,STU0179,C059,S06,F018,2024-09-18,Completed,64.0,B,3.0,88.0,Passed
E005027,STU0179,C038,S06,F012,2024-09-01,Completed,82.3,A+,4.0,74.8,Passed
E005028,STU0179,C038,S03,F048,2023-09-04,Completed,75.0,A-,3.5,76.1,Passed
E005029,STU0179,C031,S03,F029,2023-09-03,Completed,68.0,B+,3.25,96.4,Passed
E005030,STU0179,C065,S03,F012,2023-09-12,Enrolled,70.6,A-,3.5,92.6,Passed
E005031,STU0179,C053,S09,F046,2025-09-04,Completed,61.4,B,3.0,84.5,Passed
E005032,STU0179,C008,S09,F030,2025-09-05,Completed,97.7,A+,4.0,87.8,Passed
E005033,STU0179,C038,S09,F030,2025-09-18,Enrolled,47.4,C,2.25,58.3,Passed
E005034,STU0179,C059,S07,F012,2025-01-11,Completed,53.5,C+,2.5,84.0,Passed
E005035,STU0179,C065,S07,F029,2025-01-15,Completed,75.2,A,3.75,88.1,Passed
E005036,STU0179,C031,S07,F012,2025-01-12,Completed,82.9,A+,4.0,81.7,Passed
E005037,STU0179,C053,S07,F010,2025-01-09,Completed,71.3,A-,3.5,67.6,Passed
E005038,STU0179,C008,S07,F010,2025-01-09,Enrolled,66.9,B+,3.25,89.4,Passed
E005039,STU0180,C010,S02,F005,2023-05-19,Completed,91.9,A+,4.0,65.2,Passed
E005040,STU0180,C033,S02,F005,2023-05-08,Completed,65.2,B+,3.25,66.8,Passed
E005041,STU0180,C005,S02,F013,2023-05-06,Completed,82.6,A+,4.0,97.6,Passed
E005042,STU0180,C037,S02,F015,2023-05-08,Completed,65.9,B+,3.25,84.1,Passed
E005043,STU0180,C033,S03,F042,2023-09-16,Completed,44.5,D,2.0,64.5,Passed
E005044,STU0180,C010,S03,F005,2023-09-14,Completed,71.8,A-,3.5,79.4,Passed
E005045,STU0180,C004,S03,F041,2023-09-12,Completed,92.0,A+,4.0,87.7,Passed
E005046,STU0180,C050,S03,F026,2023-09-04,Enrolled,38.2,F,0.0,81.7,Failed
E005047,STU0180,C014,S06,F042,2024-09-05,Completed,46.9,C,2.25,66.3,Passed
E005048,STU0180,C050,S06,F042,2024-09-10,Completed,81.8,A+,4.0,79.8,Passed
E005049,STU0180,C010,S06,F041,2024-09-04,Completed,66.8,B+,3.25,92.6,Passed
E005050,STU0180,C025,S11,F015,2026-05-21,Completed,93.2,A+,4.0,79.3,Passed
E005051,STU0180,C067,S11,F026,2026-05-09,Enrolled,78.8,A,3.75,88.9,Passed
E005052,STU0180,C005,S11,F005,2026-05-18,Completed,69.2,B+,3.25,77.3,Passed
E005053,STU0180,C004,S11,F041,2026-05-19,Completed,84.8,A+,4.0,87.5,Passed
E005054,STU0180,C005,S01,F005,2023-01-09,Completed,64.3,B,3.0,77.3,Passed
E005055,STU0180,C023,S01,F041,2023-01-18,Completed,72.5,A-,3.5,100.0,Passed
E005056,STU0180,C010,S01,F031,2023-01-05,Completed,85.8,A+,4.0,74.5,Passed
E005057,STU0181,C065,S08,F018,2025-05-03,Completed,48.2,C,2.25,77.8,Passed
E005058,STU0181,C031,S08,F012,2025-05-12,Enrolled,52.2,C+,2.5,81.7,Passed
E005059,STU0181,C059,S08,F024,2025-05-20,Completed,58.2,B-,2.75,85.0,Passed
E005060,STU0181,C038,S08,F012,2025-05-10,Completed,79.5,A,3.75,84.0,Passed
E005061,STU0181,C065,S03,F012,2023-09-02,Completed,58.9,B-,2.75,56.0,Passed
E005062,STU0181,C059,S03,F024,2023-09-12,Completed,62.7,B,3.0,79.5,Passed
E005063,STU0181,C038,S03,F018,2023-09-18,Completed,73.5,A-,3.5,86.8,Passed
E005064,STU0181,C031,S09,F048,2025-09-10,Completed,76.9,A,3.75,89.2,Passed
E005065,STU0181,C008,S09,F010,2025-09-06,Completed,82.8,A+,4.0,100.0,Passed
E005066,STU0181,C038,S09,F010,2025-09-15,Completed,89.5,A+,4.0,96.1,Passed
E005067,STU0181,C053,S09,F024,2025-09-18,Completed,75.2,A,3.75,74.8,Passed
E005068,STU0181,C065,S06,F048,2024-09-18,Completed,44.6,D,2.0,83.9,Passed
E005069,STU0181,C038,S06,F012,2024-09-17,Completed,61.5,B,3.0,100.0,Passed
E005070,STU0181,C059,S06,F024,2024-09-11,Completed,81.8,A+,4.0,80.7,Passed
E005071,STU0181,C008,S06,F010,2024-09-07,Completed,82.5,A+,4.0,87.8,Passed
E005072,STU0181,C031,S06,F048,2024-09-12,Completed,36.3,F,0.0,90.9,Failed
E005073,STU0181,C059,S05,F029,2024-05-18,Enrolled,37.8,F,0.0,94.8,Failed
E005074,STU0181,C065,S05,F012,2024-05-06,Completed,70.9,A-,3.5,63.2,Passed
E005075,STU0181,C038,S05,F010,2024-05-13,Completed,55.0,B-,2.75,85.4,Passed
E005076,STU0181,C038,S04,F046,2024-01-01,Completed,82.1,A+,4.0,85.8,Passed
E005077,STU0181,C053,S04,F046,2024-01-11,Completed,72.0,A-,3.5,86.1,Passed
E005078,STU0181,C008,S04,F010,2024-01-13,Completed,56.7,B-,2.75,69.1,Passed
E005079,STU0181,C065,S04,F018,2024-01-10,Enrolled,70.8,A-,3.5,69.7,Passed
E005080,STU0181,C038,S10,F010,2026-01-04,Completed,100.0,A+,4.0,65.9,Passed
E005081,STU0181,C053,S10,F024,2026-01-01,Completed,36.5,F,0.0,89.6,Failed
E005082,STU0181,C059,S10,F030,2026-01-05,Completed,65.4,B+,3.25,70.3,Passed
E005083,STU0181,C008,S10,F048,2026-01-18,Completed,56.4,B-,2.75,77.3,Passed
E005084,STU0181,C053,S02,F018,2023-05-13,Enrolled,89.8,A+,4.0,90.2,Passed
E005085,STU0181,C008,S02,F046,2023-05-11,Completed,56.2,B-,2.75,80.5,Passed
E005086,STU0181,C059,S02,F010,2023-05-16,Completed,66.7,B+,3.25,93.4,Passed
E005087,STU0181,C008,S11,F024,2026-05-20,Completed,67.8,B+,3.25,92.5,Passed
E005088,STU0181,C031,S11,F018,2026-05-06,Enrolled,89.5,A+,4.0,90.4,Passed
E005089,STU0181,C038,S11,F048,2026-05-11,Enrolled,65.7,B+,3.25,82.4,Passed
E005090,STU0181,C053,S11,F018,2026-05-12,Completed,74.1,A-,3.5,68.3,Passed
E005091,STU0181,C065,S11,F018,2026-05-17,Enrolled,83.4,A+,4.0,91.6,Passed
E005092,STU0181,C059,S07,F010,2025-01-14,Enrolled,68.9,B+,3.25,79.6,Passed
E005093,STU0181,C031,S07,F024,2025-01-10,Completed,67.2,B+,3.25,88.7,Passed
E005094,STU0181,C008,S07,F012,2025-01-21,Completed,78.9,A,3.75,84.5,Passed
E005095,STU0181,C053,S07,F029,2025-01-20,Completed,70.7,A-,3.5,88.7,Passed
E005096,STU0181,C065,S07,F012,2025-01-15,Completed,78.9,A,3.75,86.4,Passed
E005097,STU0182,C053,S07,F024,2025-01-08,Completed,99.1,A+,4.0,75.6,Passed
E005098,STU0182,C059,S07,F018,2025-01-17,Withdrawn,61.4,B,3.0,76.4,Passed
E005099,STU0182,C038,S07,F010,2025-01-02,Completed,68.2,B+,3.25,61.3,Passed
E005100,STU0182,C065,S07,F029,2025-01-07,Completed,81.4,A+,4.0,75.4,Passed
E005101,STU0182,C038,S02,F029,2023-05-01,Completed,81.0,A+,4.0,83.3,Passed
E005102,STU0182,C059,S02,F048,2023-05-07,Enrolled,80.6,A+,4.0,75.2,Passed
E005103,STU0182,C031,S02,F010,2023-05-07,Completed,34.2,F,0.0,92.3,Failed
E005104,STU0182,C065,S02,F012,2023-05-05,Completed,86.8,A+,4.0,84.5,Passed
E005105,STU0182,C053,S01,F046,2023-01-04,Completed,80.4,A+,4.0,77.2,Passed
E005106,STU0182,C031,S01,F024,2023-01-13,Completed,66.9,B+,3.25,78.5,Passed
E005107,STU0182,C059,S01,F018,2023-01-15,Completed,59.5,B-,2.75,97.2,Passed
E005108,STU0182,C031,S09,F024,2025-09-18,Completed,79.5,A,3.75,76.5,Passed
E005109,STU0182,C059,S09,F024,2025-09-06,Enrolled,73.7,A-,3.5,89.7,Passed
E005110,STU0182,C053,S09,F048,2025-09-20,Enrolled,66.3,B+,3.25,91.0,Passed
E005111,STU0182,C038,S09,F046,2025-09-18,Completed,55.7,B-,2.75,79.5,Passed
E005112,STU0182,C065,S09,F010,2025-09-21,Completed,75.0,A,3.75,91.0,Passed
E005113,STU0182,C053,S08,F030,2025-05-20,Completed,61.4,B,3.0,100.0,Passed
E005114,STU0182,C059,S08,F010,2025-05-02,Completed,35.4,F,0.0,88.3,Failed
E005115,STU0182,C065,S08,F024,2025-05-12,Completed,83.4,A+,4.0,64.5,Passed
E005116,STU0182,C059,S03,F048,2023-09-05,Completed,74.5,A-,3.5,96.4,Passed
E005117,STU0182,C038,S03,F046,2023-09-01,Completed,64.2,B,3.0,75.9,Passed
E005118,STU0182,C008,S03,F029,2023-09-13,Withdrawn,78.9,A,3.75,89.8,Passed
E005119,STU0182,C053,S03,F024,2023-09-16,Completed,71.4,A-,3.5,100.0,Passed
E005120,STU0182,C065,S03,F046,2023-09-07,Completed,87.4,A+,4.0,89.4,Passed
E005121,STU0182,C038,S11,F018,2026-05-02,Enrolled,38.0,F,0.0,77.9,Failed
E005122,STU0182,C059,S11,F018,2026-05-18,Completed,48.4,C,2.25,82.1,Passed
E005123,STU0182,C065,S11,F030,2026-05-18,Completed,72.7,A-,3.5,88.5,Passed
E005124,STU0182,C031,S11,F012,2026-05-12,Completed,71.6,A-,3.5,85.6,Passed
E005125,STU0183,C013,S02,F001,2023-05-21,Enrolled,74.3,A-,3.5,63.4,Passed
E005126,STU0183,C020,S02,F020,2023-05-13,Completed,61.6,B,3.0,77.9,Passed
E005127,STU0183,C021,S02,F045,2023-05-08,Completed,57.4,B-,2.75,96.2,Passed
E005128,STU0183,C044,S02,F023,2023-05-03,Completed,68.3,B+,3.25,84.9,Passed
E005129,STU0183,C020,S08,F045,2025-05-17,Completed,89.2,A+,4.0,81.5,Passed
E005130,STU0183,C013,S08,F043,2025-05-17,Enrolled,48.2,C,2.25,71.0,Passed
E005131,STU0183,C009,S08,F023,2025-05-11,Completed,56.9,B-,2.75,86.5,Passed
E005132,STU0183,C021,S03,F023,2023-09-02,Completed,80.9,A+,4.0,98.8,Passed
E005133,STU0183,C045,S03,F001,2023-09-09,Completed,57.0,B-,2.75,69.1,Passed
E005134,STU0183,C009,S03,F020,2023-09-20,Withdrawn,64.8,B,3.0,90.5,Passed
E005135,STU0183,C047,S05,F001,2024-05-07,Withdrawn,44.4,D,2.0,59.6,Passed
E005136,STU0183,C020,S05,F001,2024-05-17,Completed,86.1,A+,4.0,100.0,Passed
E005137,STU0183,C044,S05,F035,2024-05-16,Withdrawn,50.1,C+,2.5,100.0,Passed
E005138,STU0183,C046,S05,F023,2024-05-05,Completed,58.8,B-,2.75,80.5,Passed
E005139,STU0183,C045,S01,F045,2023-01-15,Completed,55.8,B-,2.75,75.6,Passed
E005140,STU0183,C044,S01,F045,2023-01-05,Enrolled,77.5,A,3.75,75.6,Passed
E005141,STU0183,C047,S01,F035,2023-01-13,Completed,44.9,D,2.0,68.7,Passed
E005142,STU0183,C046,S01,F043,2023-01-03,Completed,54.4,C+,2.5,90.4,Passed
E005143,STU0183,C009,S07,F045,2025-01-14,Completed,73.1,A-,3.5,71.8,Passed
E005144,STU0183,C044,S07,F023,2025-01-18,Completed,62.9,B,3.0,87.9,Passed
E005145,STU0183,C045,S07,F001,2025-01-13,Completed,48.1,C,2.25,83.6,Passed
E005146,STU0184,C057,S11,F022,2026-05-12,Completed,89.6,A+,4.0,94.4,Passed
E005147,STU0184,C001,S11,F022,2026-05-05,Completed,79.9,A,3.75,100.0,Passed
E005148,STU0184,C029,S11,F022,2026-05-12,Completed,55.1,B-,2.75,86.2,Passed
E005149,STU0184,C029,S04,F022,2024-01-03,Completed,59.2,B-,2.75,95.8,Passed
E005150,STU0184,C057,S04,F022,2024-01-14,Completed,82.4,A+,4.0,56.4,Passed
E005151,STU0184,C003,S04,F022,2024-01-19,Completed,85.1,A+,4.0,63.8,Passed
