PaymentID,StudentID,SemesterID,TotalPayable,AmountPaid,OutstandingAmount,PaymentStatus,PaymentDate,PaymentMethod
P003493,STU0588,S08,68000,0.0,68000.0,Unpaid,,Bank
P003494,STU0588,S03,45000,45000.0,0.0,Paid,2023-09-05,Mobile Banking
P003495,STU0588,S09,75000,75000.0,0.0,Paid,2025-10-26,Mobile Banking
P003496,STU0588,S10,60000,60000.0,0.0,Paid,2026-01-01,Bank
P003497,STU0589,S10,45000,33750.0,11250.0,Partial,2026-02-08,Cash
P003498,STU0589,S04,45000,0.0,45000.0,Unpaid,,Card
P003499,STU0589,S11,45000,45000.0,0.0,Paid,2026-06-20,Mobile Banking
P003500,STU0589,S05,45000,45000.0,0.0,Paid,2024-05-16,Cash
P003501,STU0589,S09,45000,45000.0,0.0,Paid,2025-09-02,Card
P003502,STU0590,S06,60000,45000.0,15000.0,Partial,2024-09-01,Bank
P003503,STU0590,S03,45000,22500.0,22500.0,Partial,2023-09-20,Cash
P003504,STU0590,S11,68000,34000.0,34000.0,Partial,2026-06-11,Cash
P003505,STU0590,S10,68000,51000.0,17000.0,Partial,2026-02-01,Card
P003506,STU0590,S01,60000,60000.0,0.0,Paid,2023-01-09,Mobile Banking
P003507,STU0590,S04,45000,33750.0,11250.0,Partial,2024-02-09,Cash
P003508,STU0590,S08,68000,34000.0,34000.0,Partial,2025-06-13,Mobile Banking
P003509,STU0590,S07,75000,0.0,75000.0,Unpaid,,Card
P003510,STU0591,S03,60000,60000.0,0.0,Paid,2023-10-08,Bank
P003511,STU0591,S08,52000,52000.0,0.0,Paid,2025-06-30,Card
P003512,STU0591,S09,45000,33750.0,11250.0,Partial,2025-09-27,Mobile Banking
P003513,STU0591,S07,75000,75000.0,0.0,Paid,2025-01-08,Cash
P003514,STU0592,S07,60000,30000.0,30000.0,Partial,2025-01-08,Bank
P003515,STU0592,S02,75000,75000.0,0.0,Paid,2023-06-19,Mobile Banking
P003516,STU0592,S06,75000,37500.0,37500.0,Partial,2024-09-01,Card
P003517,STU0592,S03,52000,39000.0,13000.0,Partial,2023-10-22,Mobile Banking
P003518,STU0593,S06,68000,0.0,68000.0,Unpaid,,Mobile Banking
P003519,STU0593,S08,75000,75000.0,0.0,Paid,2025-05-30,Cash
P003520,STU0593,S03,45000,45000.0,0.0,Paid,2023-10-29,Bank
P003521,STU0593,S11,45000,33750.0,11250.0,Partial,2026-06-14,Card
P003522,STU0593,S02,60000,60000.0,0.0,Paid,2023-06-06,Cash
P003523,STU0593,S04,68000,68000.0,0.0,Paid,2024-02-16,Mobile Banking
P003524,STU0593,S10,45000,33750.0,11250.0,Partial,2026-01-31,Card
P003525,STU0593,S09,75000,37500.0,37500.0,Partial,2025-10-30,Bank
P003526,STU0594,S09,68000,0.0,68000.0,Unpaid,,Cash
P003527,STU0594,S06,75000,75000.0,0.0,Paid,2024-10-29,Card
P003528,STU0594,S01,60000,0.0,60000.0,Unpaid,,Mobile Banking
P003529,STU0594,S05,60000,0.0,60000.0,Unpaid,,Cash
P003530,STU0594,S04,52000,52000.0,0.0,Paid,2024-01-15,Card
P003531,STU0595,S05,60000,60000.0,0.0,Paid,2024-06-14,Mobile Banking
P003532,STU0595,S08,75000,75000.0,0.0,Paid,2025-05-01,Cash
P003533,STU0595,S02,60000,0.0,60000.0,Unpaid,,Bank
P003534,STU0595,S06,45000,45000.0,0.0,Paid,2024-10-12,Card
P003535,STU0595,S04,45000,33750.0,11250.0,Partial,2024-02-26,Card
P003536,STU0595,S09,45000,0.0,45000.0,Unpaid,,Bank
P003537,STU0596,S10,45000,33750.0,11250.0,Partial,2026-02-23,Card
P003538,STU0596,S01,52000,52000.0,0.0,Paid,2023-01-07,Cash
P003539,STU0596,S04,68000,68000.0,0.0,Paid,2024-02-04,Cash
P003540,STU0596,S07,75000,75000.0,0.0,Paid,2025-01-25,Bank
P003541,STU0597,S03,60000,30000.0,30000.0,Partial,2023-09-23,Card
P003542,STU0597,S05,52000,52000.0,0.0,Paid,2024-06-11,Cash
P003543,STU0597,S09,52000,52000.0,0.0,Paid,2025-09-20,Card
P003544,STU0597,S08,52000,52000.0,0.0,Paid,2025-06-16,Bank
P003545,STU0597,S01,68000,51000.0,17000.0,Partial,2023-01-20,Card
P003546,STU0597,S07,52000,0.0,52000.0,Unpaid,,Bank
P003547,STU0597,S11,68000,68000.0,0.0,Paid,2026-05-28,Mobile Banking
P003548,STU0597,S02,45000,0.0,45000.0,Unpaid,,Card
P003549,STU0598,S10,60000,45000.0,15000.0,Partial,2026-02-09,Cash
P003550,STU0598,S01,45000,22500.0,22500.0,Partial,2023-01-28,Bank
P003551,STU0598,S09,68000,68000.0,0.0,Paid,2025-09-28,Bank
P003552,STU0598,S07,68000,68000.0,0.0,Paid,2025-02-23,Mobile Banking
P003553,STU0598,S03,45000,33750.0,11250.0,Partial,2023-10-25,Card
P003554,STU0598,S11,68000,68000.0,0.0,Paid,2026-06-07,Bank
P003555,STU0598,S06,68000,34000.0,34000.0,Partial,2024-10-30,Card
P003556,STU0599,S11,45000,33750.0,11250.0,Partial,2026-05-10,Cash
P003557,STU0599,S01,75000,37500.0,37500.0,Partial,2023-02-02,Mobile Banking
P003558,STU0599,S03,75000,75000.0,0.0,Paid,2023-09-21,Mobile Banking
P003559,STU0599,S02,68000,0.0,68000.0,Unpaid,,Cash
P003560,STU0599,S08,52000,39000.0,13000.0,Partial,2025-05-14,Mobile Banking
P003561,STU0599,S07,52000,52000.0,0.0,Paid,2025-01-03,Bank
P003562,STU0599,S09,60000,0.0,60000.0,Unpaid,,Card
P003563,STU0599,S04,60000,30000.0,30000.0,Partial,2024-02-01,Bank
P003564,STU0600,S09,52000,26000.0,26000.0,Partial,2025-09-13,Bank
P003565,STU0600,S10,52000,52000.0,0.0,Paid,2026-01-07,Cash
P003566,STU0600,S03,68000,68000.0,0.0,Paid,2023-10-08,Card
P003567,STU0600,S05,75000,0.0,75000.0,Unpaid,,Mobile Banking
P003568,STU0600,S01,45000,22500.0,22500.0,Partial,2023-01-17,Card
P003569,STU0600,S11,60000,30000.0,30000.0,Partial,2026-05-08,Card
P003570,STU0601,S04,45000,33750.0,11250.0,Partial,2024-02-04,Bank
P003571,STU0601,S11,52000,26000.0,26000.0,Partial,2026-05-15,Cash
P003572,STU0601,S06,45000,22500.0,22500.0,Partial,2024-09-12,Cash
P003573,STU0601,S02,52000,0.0,52000.0,Unpaid,,Bank
P003574,STU0601,S03,60000,45000.0,15000.0,Partial,2023-10-06,Mobile Banking
P003575,STU0601,S07,60000,45000.0,15000.0,Partial,2025-01-29,Card
P003576,STU0601,S09,45000,45000.0,0.0,Paid,2025-10-15,Cash
P003577,STU0601,S10,75000,56250.0,18750.0,Partial,2026-02-17,Card
P003578,STU0602,S05,75000,56250.0,18750.0,Partial,2024-05-30,Bank
P003579,STU0602,S02,68000,51000.0,17000.0,Partial,2023-05-22,Mobile Banking
P003580,STU0602,S09,45000,0.0,45000.0,Unpaid,,Mobile Banking
P003581,STU0602,S11,52000,39000.0,13000.0,Partial,2026-05-25,Card
P003582,STU0602,S07,68000,68000.0,0.0,Paid,2025-02-13,Bank
P003583,STU0602,S03,75000,37500.0,37500.0,Partial,2023-10-03,Bank
P003584,STU0603,S11,75000,75000.0,0.0,Paid,2026-06-08,Card
P003585,STU0603,S09,52000,52000.0,0.0,Paid,2025-09-22,Bank
P003586,STU0603,S01,75000,56250.0,18750.0,Partial,2023-01-28,Bank
P003587,STU0603,S10,68000,34000.0,34000.0,Partial,2026-01-14,Cash
P003588,STU0603,S04,60000,30000.0,30000.0,Partial,2024-01-14,Card
P003589,STU0603,S05,60000,45000.0,15000.0,Partial,2024-05-24,Bank
P003590,STU0603,S03,68000,68000.0,0.0,Paid,2023-10-12,Mobile Banking
P003591,STU0603,S06,60000,30000.0,30000.0,Partial,2024-10-03,Mobile Banking
P003592,STU0604,S04,75000,75000.0,0.0,Paid,2024-01-10,Bank
P003593,STU0604,S02,75000,75000.0,0.0,Paid,2023-05-20,Cash
P003594,STU0604,S11,68000,34000.0,34000.0,Partial,2026-06-13,Card
P003595,STU0604,S10,52000,0.0,52000.0,Unpaid,,Bank
P003596,STU0605,S02,45000,22500.0,22500.0,Partial,2023-05-22,Mobile Banking
P003597,STU0605,S03,52000,26000.0,26000.0,Partial,2023-09-21,Card
P003598,STU0605,S05,45000,0.0,45000.0,Unpaid,,Card
P003599,STU0605,S07,60000,60000.0,0.0,Paid,2025-02-10,Cash
P003600,STU0605,S08,52000,52000.0,0.0,Paid,2025-06-19,Bank
P003601,STU0605,S04,60000,0.0,60000.0,Unpaid,,Cash
P003602,STU0605,S09,75000,56250.0,18750.0,Partial,2025-09-11,Cash
P003603,STU0605,S06,68000,34000.0,34000.0,Partial,2024-09-22,Bank
P003604,STU0606,S06,75000,75000.0,0.0,Paid,2024-09-18,Mobile Banking
P003605,STU0606,S04,60000,60000.0,0.0,Paid,2024-01-28,Mobile Banking
P003606,STU0606,S09,60000,30000.0,30000.0,Partial,2025-10-12,Card
P003607,STU0606,S10,45000,22500.0,22500.0,Partial,2026-02-24,Bank
P003608,STU0606,S01,45000,0.0,45000.0,Unpaid,,Card
P003609,STU0606,S02,60000,60000.0,0.0,Paid,2023-05-14,Bank
P003610,STU0606,S11,75000,37500.0,37500.0,Partial,2026-06-30,Cash
P003611,STU0607,S02,60000,60000.0,0.0,Paid,2023-06-17,Cash
P003612,STU0607,S04,60000,60000.0,0.0,Paid,2024-01-19,Cash
P003613,STU0607,S11,52000,0.0,52000.0,Unpaid,,Cash
P003614,STU0607,S10,45000,45000.0,0.0,Paid,2026-01-13,Bank
P003615,STU0607,S09,75000,56250.0,18750.0,Partial,2025-10-04,Card
P003616,STU0607,S08,45000,22500.0,22500.0,Partial,2025-05-18,Cash
P003617,STU0607,S05,60000,45000.0,15000.0,Partial,2024-06-17,Bank
P003618,STU0607,S06,68000,51000.0,17000.0,Partial,2024-10-02,Bank
P003619,STU0608,S04,52000,26000.0,26000.0,Partial,2024-02-15,Bank
P003620,STU0608,S02,60000,45000.0,15000.0,Partial,2023-06-30,Mobile Banking
P003621,STU0608,S10,52000,39000.0,13000.0,Partial,2026-02-12,Cash
P003622,STU0608,S09,45000,22500.0,22500.0,Partial,2025-10-19,Cash
P003623,STU0608,S03,60000,0.0,60000.0,Unpaid,,Mobile Banking
P003624,STU0609,S02,45000,45000.0,0.0,Paid,2023-05-09,Mobile Banking
P003625,STU0609,S03,52000,0.0,52000.0,Unpaid,,Mobile Banking
P003626,STU0609,S04,68000,0.0,68000.0,Unpaid,,Mobile Banking
P003627,STU0609,S07,75000,75000.0,0.0,Paid,2025-02-21,Card
P003628,STU0609,S05,45000,22500.0,22500.0,Partial,2024-05-05,Card
P003629,STU0609,S10,52000,39000.0,13000.0,Partial,2026-01-04,Cash
P003630,STU0610,S01,68000,68000.0,0.0,Paid,2023-02-14,Bank
P003631,STU0610,S08,60000,60000.0,0.0,Paid,2025-05-06,Mobile Banking
P003632,STU0610,S02,60000,60000.0,0.0,Paid,2023-05-13,Bank
P003633,STU0610,S07,68000,68000.0,0.0,Paid,2025-01-28,Mobile Banking
P003634,STU0611,S11,68000,51000.0,17000.0,Partial,2026-06-28,Mobile Banking
P003635,STU0611,S04,68000,68000.0,0.0,Paid,2024-02-12,Mobile Banking
P003636,STU0611,S07,75000,37500.0,37500.0,Partial,2025-02-28,Card
P003637,STU0611,S02,52000,52000.0,0.0,Paid,2023-06-28,Card
P003638,STU0611,S03,68000,68000.0,0.0,Paid,2023-10-25,Mobile Banking
P003639,STU0611,S08,60000,60000.0,0.0,Paid,2025-05-28,Cash
P003640,STU0611,S10,68000,68000.0,0.0,Paid,2026-02-24,Cash
P003641,STU0612,S03,75000,37500.0,37500.0,Partial,2023-10-04,Cash
P003642,STU0612,S11,68000,51000.0,17000.0,Partial,2026-05-26,Cash
P003643,STU0612,S01,68000,51000.0,17000.0,Partial,2023-02-17,Bank
P003644,STU0612,S10,68000,68000.0,0.0,Paid,2026-03-02,Mobile Banking
P003645,STU0612,S08,60000,60000.0,0.0,Paid,2025-05-23,Card
P003646,STU0613,S05,52000,39000.0,13000.0,Partial,2024-05-30,Card
P003647,STU0613,S01,68000,68000.0,0.0,Paid,2023-02-07,Card
P003648,STU0613,S07,52000,39000.0,13000.0,Partial,2025-01-25,Cash
P003649,STU0613,S03,60000,45000.0,15000.0,Partial,2023-09-17,Card
P003650,STU0613,S04,45000,45000.0,0.0,Paid,2024-02-20,Bank
P003651,STU0613,S10,60000,60000.0,0.0,Paid,2026-01-17,Mobile Banking
P003652,STU0613,S09,60000,0.0,60000.0,Unpaid,,Card
P003653,STU0613,S06,60000,0.0,60000.0,Unpaid,,Cash
P003654,STU0614,S08,60000,0.0,60000.0,Unpaid,,Mobile Banking
P003655,STU0614,S10,68000,0.0,68000.0,Unpaid,,Card
P003656,STU0614,S09,52000,39000.0,13000.0,Partial,2025-09-26,Card
P003657,STU0614,S07,45000,0.0,45000.0,Unpaid,,Bank
P003658,STU0614,S11,52000,26000.0,26000.0,Partial,2026-06-14,Mobile Banking
P003659,STU0614,S05,75000,56250.0,18750.0,Partial,2024-06-02,Card
P003660,STU0615,S04,75000,56250.0,18750.0,Partial,2024-01-06,Bank
P003661,STU0615,S08,68000,0.0,68000.0,Unpaid,,Card
P003662,STU0615,S09,60000,60000.0,0.0,Paid,2025-10-21,Card
P003663,STU0615,S06,45000,0.0,45000.0,Unpaid,,Card
P003664,STU0615,S11,45000,45000.0,0.0,Paid,2026-05-25,Bank
P003665,STU0615,S10,52000,52000.0,0.0,Paid,2026-01-27,Bank
P003666,STU0615,S02,52000,26000.0,26000.0,Partial,2023-06-19,Cash
P003667,STU0616,S10,45000,22500.0,22500.0,Partial,2026-01-09,Cash
P003668,STU0616,S09,60000,60000.0,0.0,Paid,2025-09-15,Cash
P003669,STU0616,S05,52000,39000.0,13000.0,Partial,2024-05-18,Cash
P003670,STU0616,S04,52000,52000.0,0.0,Paid,2024-01-30,Card
P003671,STU0617,S08,45000,22500.0,22500.0,Partial,2025-06-12,Cash
P003672,STU0617,S07,52000,26000.0,26000.0,Partial,2025-02-04,Bank
P003673,STU0617,S04,52000,52000.0,0.0,Paid,2024-02-03,Mobile Banking
P003674,STU0617,S03,68000,68000.0,0.0,Paid,2023-10-26,Card
P003675,STU0617,S06,75000,75000.0,0.0,Paid,2024-09-04,Mobile Banking
P003676,STU0618,S07,68000,51000.0,17000.0,Partial,2025-01-14,Cash
P003677,STU0618,S08,45000,45000.0,0.0,Paid,2025-05-21,Cash
P003678,STU0618,S10,75000,0.0,75000.0,Unpaid,,Mobile Banking
P003679,STU0618,S04,45000,45000.0,0.0,Paid,2024-01-11,Cash
P003680,STU0618,S06,60000,60000.0,0.0,Paid,2024-09-27,Cash
P003681,STU0619,S07,75000,56250.0,18750.0,Partial,2025-01-15,Bank
P003682,STU0619,S05,60000,45000.0,15000.0,Partial,2024-06-03,Card
P003683,STU0619,S01,75000,56250.0,18750.0,Partial,2023-01-16,Mobile Banking
P003684,STU0619,S08,60000,30000.0,30000.0,Partial,2025-06-03,Cash
P003685,STU0619,S02,45000,45000.0,0.0,Paid,2023-06-11,Mobile Banking
P003686,STU0619,S09,60000,60000.0,0.0,Paid,2025-10-26,Cash
P003687,STU0619,S06,60000,60000.0,0.0,Paid,2024-09-12,Bank
P003688,STU0619,S11,52000,52000.0,0.0,Paid,2026-06-05,Bank
P003689,STU0620,S05,75000,56250.0,18750.0,Partial,2024-06-26,Cash
P003690,STU0620,S11,52000,0.0,52000.0,Unpaid,,Bank
P003691,STU0620,S07,52000,26000.0,26000.0,Partial,2025-02-03,Mobile Banking
P003692,STU0620,S04,52000,26000.0,26000.0,Partial,2024-01-22,Mobile Banking
P003693,STU0620,S09,60000,0.0,60000.0,Unpaid,,Mobile Banking
P003694,STU0620,S08,52000,26000.0,26000.0,Partial,2025-05-07,Mobile Banking
P003695,STU0621,S08,52000,52000.0,0.0,Paid,2025-05-05,Card
P003696,STU0621,S05,75000,75000.0,0.0,Paid,2024-06-30,Card
P003697,STU0621,S09,68000,68000.0,0.0,Paid,2025-10-28,Bank
P003698,STU0621,S03,60000,45000.0,15000.0,Partial,2023-09-18,Bank
P003699,STU0621,S10,52000,52000.0,0.0,Paid,2026-02-08,Cash
P003700,STU0622,S07,60000,60000.0,0.0,Paid,2025-01-15,Card
P003701,STU0622,S11,68000,34000.0,34000.0,Partial,2026-05-14,Card
P003702,STU0622,S02,45000,0.0,45000.0,Unpaid,,Cash
P003703,STU0622,S10,68000,68000.0,0.0,Paid,2026-02-20,Card
P003704,STU0622,S08,52000,52000.0,0.0,Paid,2025-06-21,Card
P003705,STU0622,S01,60000,0.0,60000.0,Unpaid,,Cash
P003706,STU0622,S06,75000,37500.0,37500.0,Partial,2024-10-15,Mobile Banking
P003707,STU0623,S08,52000,39000.0,13000.0,Partial,2025-06-07,Card
P003708,STU0623,S04,68000,51000.0,17000.0,Partial,2024-01-18,Cash
P003709,STU0623,S11,45000,45000.0,0.0,Paid,2026-05-17,Mobile Banking
P003710,STU0623,S03,68000,34000.0,34000.0,Partial,2023-09-30,Mobile Banking
P003711,STU0623,S01,52000,39000.0,13000.0,Partial,2023-02-14,Bank
P003712,STU0624,S09,52000,39000.0,13000.0,Partial,2025-09-09,Mobile Banking
P003713,STU0624,S04,68000,68000.0,0.0,Paid,2024-01-09,Bank
P003714,STU0624,S08,45000,45000.0,0.0,Paid,2025-06-24,Cash
P003715,STU0624,S03,68000,51000.0,17000.0,Partial,2023-10-08,Cash
P003716,STU0624,S06,60000,60000.0,0.0,Paid,2024-09-20,Card
P003717,STU0625,S11,60000,30000.0,30000.0,Partial,2026-06-02,Bank
P003718,STU0625,S07,45000,45000.0,0.0,Paid,2025-02-07,Bank
P003719,STU0625,S01,52000,0.0,52000.0,Unpaid,,Cash
P003720,STU0625,S02,60000,30000.0,30000.0,Partial,2023-06-07,Cash
P003721,STU0625,S03,75000,37500.0,37500.0,Partial,2023-10-22,Card
P003722,STU0626,S03,60000,60000.0,0.0,Paid,2023-09-28,Bank
P003723,STU0626,S02,68000,68000.0,0.0,Paid,2023-05-04,Card
P003724,STU0626,S08,60000,30000.0,30000.0,Partial,2025-06-29,Cash
P003725,STU0626,S01,75000,75000.0,0.0,Paid,2023-01-29,Bank
P003726,STU0626,S10,45000,33750.0,11250.0,Partial,2026-02-20,Bank
P003727,STU0626,S09,45000,0.0,45000.0,Unpaid,,Bank
P003728,STU0626,S06,75000,75000.0,0.0,Paid,2024-10-25,Cash
P003729,STU0627,S10,52000,52000.0,0.0,Paid,2026-01-04,Bank
P003730,STU0627,S08,60000,30000.0,30000.0,Partial,2025-05-21,Card
P003731,STU0627,S06,45000,33750.0,11250.0,Partial,2024-09-24,Mobile Banking
P003732,STU0627,S05,75000,56250.0,18750.0,Partial,2024-06-28,Cash
P003733,STU0627,S04,45000,22500.0,22500.0,Partial,2024-01-08,Bank
P003734,STU0627,S09,60000,30000.0,30000.0,Partial,2025-10-11,Card
P003735,STU0628,S09,68000,68000.0,0.0,Paid,2025-10-11,Mobile Banking
P003736,STU0628,S08,68000,68000.0,0.0,Paid,2025-05-05,Cash
P003737,STU0628,S05,52000,26000.0,26000.0,Partial,2024-06-13,Cash
P003738,STU0628,S03,45000,22500.0,22500.0,Partial,2023-10-30,Cash
P003739,STU0629,S06,45000,0.0,45000.0,Unpaid,,Mobile Banking
P003740,STU0629,S04,75000,37500.0,37500.0,Partial,2024-01-18,Bank
P003741,STU0629,S10,68000,51000.0,17000.0,Partial,2026-02-14,Mobile Banking
P003742,STU0629,S09,60000,0.0,60000.0,Unpaid,,Cash
P003743,STU0629,S02,45000,45000.0,0.0,Paid,2023-06-24,Card
P003744,STU0629,S07,52000,26000.0,26000.0,Partial,2025-01-27,Bank
P003745,STU0630,S01,68000,0.0,68000.0,Unpaid,,Cash
P003746,STU0630,S10,75000,75000.0,0.0,Paid,2026-02-11,Bank
P003747,STU0630,S07,68000,51000.0,17000.0,Partial,2025-03-02,Cash
P003748,STU0630,S03,75000,37500.0,37500.0,Partial,2023-10-24,Mobile Banking
P003749,STU0631,S06,60000,30000.0,30000.0,Partial,2024-10-12,Card
P003750,STU0631,S09,68000,34000.0,34000.0,Partial,2025-09-23,Cash
P003751,STU0631,S08,60000,0.0,60000.0,Unpaid,,Bank
P003752,STU0631,S10,68000,34000.0,34000.0,Partial,2026-02-24,Card
P003753,STU0631,S11,68000,51000.0,17000.0,Partial,2026-06-27,Bank
P003754,STU0631,S02,68000,68000.0,0.0,Paid,2023-05-15,Cash
P003755,STU0631,S03,60000,0.0,60000.0,Unpaid,,Cash
P003756,STU0632,S05,68000,0.0,68000.0,Unpaid,,Cash
P003757,STU0632,S06,68000,68000.0,0.0,Paid,2024-10-19,Cash
P003758,STU0632,S10,52000,52000.0,0.0,Paid,2026-01-20,Cash
P003759,STU0632,S01,52000,52000.0,0.0,Paid,2023-01-13,Bank
P003760,STU0632,S11,45000,45000.0,0.0,Paid,2026-06-08,Bank
P003761,STU0632,S07,52000,52000.0,0.0,Paid,2025-01-14,Card
P003762,STU0633,S02,68000,0.0,68000.0,Unpaid,,Mobile Banking
P003763,STU0633,S06,52000,52000.0,0.0,Paid,2024-09-27,Card
P003764,STU0633,S07,52000,0.0,52000.0,Unpaid,,Bank
P003765,STU0633,S11,45000,45000.0,0.0,Paid,2026-05-30,Card
P003766,STU0633,S10,75000,56250.0,18750.0,Partial,2026-02-23,Mobile Banking
P003767,STU0633,S04,45000,45000.0,0.0,Paid,2024-01-20,Mobile Banking
P003768,STU0633,S01,52000,39000.0,13000.0,Partial,2023-01-08,Cash
P003769,STU0633,S09,75000,75000.0,0.0,Paid,2025-10-23,Card
P003770,STU0634,S08,68000,68000.0,0.0,Paid,2025-05-15,Card
P003771,STU0634,S09,45000,45000.0,0.0,Paid,2025-10-03,Cash
P003772,STU0634,S01,45000,22500.0,22500.0,Partial,2023-02-17,Mobile Banking
P003773,STU0634,S11,75000,75000.0,0.0,Paid,2026-05-20,Cash
P003774,STU0634,S02,45000,45000.0,0.0,Paid,2023-06-22,Mobile Banking
P003775,STU0634,S10,60000,45000.0,15000.0,Partial,2026-01-07,Mobile Banking
P003776,STU0634,S06,68000,0.0,68000.0,Unpaid,,Bank
P003777,STU0634,S07,68000,68000.0,0.0,Paid,2025-01-20,Cash
P003778,STU0635,S06,52000,52000.0,0.0,Paid,2024-09-12,Cash
P003779,STU0635,S03,60000,45000.0,15000.0,Partial,2023-09-14,Card
P003780,STU0635,S04,75000,37500.0,37500.0,Partial,2024-02-26,Bank
P003781,STU0635,S05,75000,0.0,75000.0,Unpaid,,Mobile Banking
P003782,STU0635,S11,52000,26000.0,26000.0,Partial,2026-05-26,Card
P003783,STU0635,S07,75000,0.0,75000.0,Unpaid,,Cash
P003784,STU0636,S05,60000,45000.0,15000.0,Partial,2024-05-11,Mobile Banking
P003785,STU0636,S02,68000,68000.0,0.0,Paid,2023-05-13,Bank
P003786,STU0636,S11,68000,34000.0,34000.0,Partial,2026-05-14,Bank
P003787,STU0636,S07,45000,45000.0,0.0,Paid,2025-02-12,Bank
P003788,STU0636,S03,52000,0.0,52000.0,Unpaid,,Cash
P003789,STU0636,S10,75000,37500.0,37500.0,Partial,2026-02-25,Mobile Banking
P003790,STU0636,S09,68000,68000.0,0.0,Paid,2025-09-03,Cash
P003791,STU0637,S04,68000,0.0,68000.0,Unpaid,,Cash
P003792,STU0637,S11,75000,0.0,75000.0,Unpaid,,Cash
P003793,STU0637,S05,45000,45000.0,0.0,Paid,2024-05-02,Bank
P003794,STU0637,S02,45000,33750.0,11250.0,Partial,2023-05-24,Mobile Banking
P003795,STU0637,S03,60000,60000.0,0.0,Paid,2023-09-28,Card
P003796,STU0637,S06,52000,0.0,52000.0,Unpaid,,Bank
P003797,STU0637,S09,45000,45000.0,0.0,Paid,2025-10-23,Bank
P003798,STU0637,S08,68000,0.0,68000.0,Unpaid,,Bank
P003799,STU0638,S04,68000,51000.0,17000.0,Partial,2024-01-27,Card
P003800,STU0638,S06,75000,37500.0,37500.0,Partial,2024-09-23,Cash
P003801,STU0638,S08,60000,30000.0,30000.0,Partial,2025-05-07,Cash
P003802,STU0638,S05,52000,52000.0,0.0,Paid,2024-06-17,Bank
P003803,STU0638,S11,68000,68000.0,0.0,Paid,2026-05-04,Cash
P003804,STU0638,S02,60000,60000.0,0.0,Paid,2023-06-17,Mobile Banking
P003805,STU0638,S01,60000,0.0,60000.0,Unpaid,,Mobile Banking
P003806,STU0639,S02,60000,0.0,60000.0,Unpaid,,Bank
P003807,STU0639,S09,45000,22500.0,22500.0,Partial,2025-10-16,Card
P003808,STU0639,S07,75000,75000.0,0.0,Paid,2025-01-09,Bank
P003809,STU0639,S03,45000,45000.0,0.0,Paid,2023-10-31,Bank
P003810,STU0639,S11,75000,37500.0,37500.0,Partial,2026-06-10,Bank
P003811,STU0639,S10,45000,45000.0,0.0,Paid,2026-01-02,Cash
P003812,STU0640,S11,60000,0.0,60000.0,Unpaid,,Bank
P003813,STU0640,S09,75000,37500.0,37500.0,Partial,2025-10-31,Bank
P003814,STU0640,S04,68000,68000.0,0.0,Paid,2024-02-11,Card
P003815,STU0640,S10,75000,75000.0,0.0,Paid,2026-01-29,Card
P003816,STU0640,S07,75000,37500.0,37500.0,Partial,2025-01-12,Mobile Banking
P003817,STU0640,S02,52000,52000.0,0.0,Paid,2023-05-04,Bank
P003818,STU0640,S05,68000,68000.0,0.0,Paid,2024-06-26,Card
P003819,STU0640,S08,68000,68000.0,0.0,Paid,2025-05-20,Card
P003820,STU0641,S11,45000,45000.0,0.0,Paid,2026-05-09,Card
P003821,STU0641,S01,60000,0.0,60000.0,Unpaid,,Bank
P003822,STU0641,S02,45000,45000.0,0.0,Paid,2023-05-28,Bank
P003823,STU0641,S04,52000,39000.0,13000.0,Partial,2024-01-21,Mobile Banking
P003824,STU0641,S03,52000,26000.0,26000.0,Partial,2023-09-24,Card
P003825,STU0641,S09,75000,0.0,75000.0,Unpaid,,Bank
P003826,STU0641,S07,60000,0.0,60000.0,Unpaid,,Bank
P003827,STU0642,S05,60000,0.0,60000.0,Unpaid,,Cash
P003828,STU0642,S01,45000,0.0,45000.0,Unpaid,,Card
P003829,STU0642,S06,45000,0.0,45000.0,Unpaid,,Bank
P003830,STU0642,S03,68000,68000.0,0.0,Paid,2023-10-25,Bank
P003831,STU0642,S02,68000,68000.0,0.0,Paid,2023-06-04,Cash
P003832,STU0642,S08,52000,52000.0,0.0,Paid,2025-05-16,Mobile Banking
P003833,STU0642,S07,60000,60000.0,0.0,Paid,2025-02-27,Cash
P003834,STU0642,S04,68000,68000.0,0.0,Paid,2024-02-03,Bank
P003835,STU0643,S01,68000,68000.0,0.0,Paid,2023-02-28,Bank
P003836,STU0643,S03,52000,0.0,52000.0,Unpaid,,Card
P003837,STU0643,S06,60000,60000.0,0.0,Paid,2024-09-17,Card
P003838,STU0643,S05,45000,45000.0,0.0,Paid,2024-05-05,Cash
P003839,STU0643,S02,52000,52000.0,0.0,Paid,2023-05-30,Mobile Banking
P003840,STU0643,S08,68000,34000.0,34000.0,Partial,2025-05-05,Card
P003841,STU0644,S01,45000,33750.0,11250.0,Partial,2023-02-09,Mobile Banking
P003842,STU0644,S07,45000,0.0,45000.0,Unpaid,,Card
P003843,STU0644,S09,52000,0.0,52000.0,Unpaid,,Card
P003844,STU0644,S08,45000,0.0,45000.0,Unpaid,,Card
P003845,STU0645,S11,75000,75000.0,0.0,Paid,2026-06-14,Cash
P003846,STU0645,S01,75000,75000.0,0.0,Paid,2023-02-03,Card
P003847,STU0645,S10,52000,52000.0,0.0,Paid,2026-01-12,Bank
